chrom,start,end,num,list,ENCFF684YEX_RFX5_sorted.bed,ENCFF863XXN_RFX5_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr1,203290449,203290456,2,"2,3",0,1,1
chr1,203290456,203290759,3,"1,2,3",1,1,1
chr1,203290759,203290776,2,"1,3",1,0,1
chr1,203321026,203321057,2,"1,3",1,0,1
chr1,203321057,203321283,3,"1,2,3",1,1,1
chr1,203321283,203321296,2,"1,3",1,0,1
chr1,203327317,203327378,2,"1,3",1,0,1
chr1,203327378,203327506,3,"1,2,3",1,1,1
chr1,203327506,203327571,2,"1,3",1,0,1
chr1,203861378,203861914,2,"1,3",1,0,1
chr1,205211549,205211889,2,"1,3",1,0,1
chr1,205631052,205631362,2,"1,3",1,0,1
chr1,206635284,206635624,2,"1,3",1,0,1
chr1,207053023,207053363,2,"1,3",1,0,1
chr1,207321218,207321756,2,"2,3",0,1,1
chr1,209747685,209748025,2,"1,3",1,0,1
chr1,209784412,209784437,2,"1,3",1,0,1
chr1,209784437,209784747,3,"1,2,3",1,1,1
chr1,209784747,209784752,2,"1,3",1,0,1
chr1,211382679,211383019,2,"1,3",1,0,1
chr1,211579107,211579139,2,"1,3",1,0,1
chr1,211579139,211579447,3,"1,2,3",1,1,1
chr1,211579447,211579449,2,"2,3",0,1,1
chr1,211675500,211675840,2,"1,3",1,0,1
chr1,212035549,212035842,2,"1,3",1,0,1
chr1,212285020,212285075,2,"1,3",1,0,1
chr1,212285075,212285360,3,"1,2,3",1,1,1
chr1,212285360,212285385,2,"2,3",0,1,1
chr1,212791650,212791990,2,"1,3",1,0,1
chr1,212857998,212858019,2,"2,3",0,1,1
chr1,212858019,212858308,3,"1,2,3",1,1,1
chr1,212858308,212858359,2,"1,3",1,0,1
chr1,212950302,212950596,2,"2,3",0,1,1
chr1,220089760,220089770,2,"1,3",1,0,1
chr1,220089770,220090080,3,"1,2,3",1,1,1
chr1,220090080,220090100,2,"1,3",1,0,1
chr1,222644101,222644441,2,"1,3",1,0,1
chr1,224113979,224114319,2,"1,3",1,0,1
chr1,225777542,225777882,2,"1,3",1,0,1
chr1,227563487,227563797,2,"2,3",0,1,1
chr1,227735173,227735778,2,"1,3",1,0,1
chr1,228103193,228103533,2,"1,3",1,0,1
chr1,228109172,228109512,2,"1,3",1,0,1
chr1,228139856,228139907,2,"2,3",0,1,1
chr1,228139907,228140247,3,"1,2,3",1,1,1
chr1,228140247,228140365,2,"2,3",0,1,1
chr1,228165941,228166281,2,"1,3",1,0,1
chr1,228464564,228464904,2,"1,3",1,0,1
chr1,228486557,228486677,3,"1,2,3",1,1,1
chr1,228486677,228486693,2,"2,3",0,1,1
chr1,228486899,228487209,2,"2,3",0,1,1
chr1,230642214,230642554,2,"1,3",1,0,1
chr1,232805624,232805964,2,"1,3",1,0,1
chr1,234610813,234611153,2,"1,3",1,0,1
chr1,234612724,234612973,2,"1,3",1,0,1
chr1,236142342,236142369,2,"1,3",1,0,1
chr1,236142369,236142682,3,"1,2,3",1,1,1
chr1,236142682,236142901,2,"2,3",0,1,1
chr1,244047675,244047919,3,"1,2,3",1,1,1
chr1,244047919,244048160,2,"1,3",1,0,1
chr1,244835343,244835683,2,"1,3",1,0,1
chr1,244863180,244863520,2,"1,3",1,0,1
chr1,244864358,244864698,2,"1,3",1,0,1
chr1,247210790,247210871,2,"2,3",0,1,1
chr1,247210871,247210964,3,"1,2,3",1,1,1
chr1,247210964,247211100,2,"2,3",0,1,1
chr1,248825826,248826239,2,"1,3",1,0,1
chr1,248838129,248838161,2,"1,3",1,0,1
chr1,248838161,248838439,3,"1,2,3",1,1,1
chr1,248838439,248838487,2,"1,3",1,0,1
chr1,248838595,248838786,2,"1,3",1,0,1
chr1,248838786,248839185,3,"1,2,3",1,1,1
chr1,248839185,248839189,2,"1,3",1,0,1
chr1,248858841,248858973,2,"1,3",1,0,1
chr1,248858973,248859181,3,"1,2,3",1,1,1
chr1,248859181,248859283,2,"2,3",0,1,1
chr10,931656,931742,2,"2,3",0,1,1
chr10,931742,931902,3,"1,2,3",1,1,1
chr10,931902,931966,2,"2,3",0,1,1
chr10,988219,988559,2,"1,3",1,0,1
chr10,1048864,1048888,2,"2,3",0,1,1
chr10,1048888,1049104,3,"1,2,3",1,1,1
chr10,1049104,1049378,2,"2,3",0,1,1
chr10,8053351,8053660,2,"1,3",1,0,1
chr10,11178706,11178722,2,"1,3",1,0,1
chr10,11178722,11178922,3,"1,2,3",1,1,1
chr10,12068644,12068715,2,"1,3",1,0,1
chr10,12068715,12068984,3,"1,2,3",1,1,1
chr10,12068984,12069025,2,"2,3",0,1,1
chr10,12122702,12123042,2,"1,3",1,0,1
chr10,13161364,13161376,2,"1,3",1,0,1
chr10,13161376,13161686,3,"1,2,3",1,1,1
chr10,13161686,13161704,2,"1,3",1,0,1
chr10,13302255,13302595,2,"1,3",1,0,1
chr10,13586699,13587039,2,"1,3",1,0,1
chr10,14648184,14648524,2,"1,3",1,0,1
chr10,14837799,14837876,2,"1,3",1,0,1
chr10,14837876,14838251,3,"1,2,3",1,1,1
chr10,14838251,14838296,2,"1,3",1,0,1
chr10,14954030,14954370,2,"1,3",1,0,1
chr10,14959871,14960211,2,"1,3",1,0,1
chr10,15088665,15088679,2,"1,3",1,0,1
chr10,15088679,15088989,3,"1,2,3",1,1,1
chr10,15088989,15088996,2,"1,3",1,0,1
chr10,16817436,16817746,2,"2,3",0,1,1
chr10,26438017,26438357,2,"1,3",1,0,1
chr10,28303018,28303032,2,"1,3",1,0,1
chr10,28303032,28303342,3,"1,2,3",1,1,1
chr10,28303342,28303358,2,"1,3",1,0,1
chr10,35126893,35126973,2,"1,3",1,0,1
chr10,35126973,35127233,3,"1,2,3",1,1,1
chr10,35127233,35127283,2,"2,3",0,1,1
chr10,35149616,35149926,2,"2,3",0,1,1
chr10,37976580,37976920,2,"1,3",1,0,1
chr10,38356033,38356245,2,"1,3",1,0,1
chr10,38356245,38356555,3,"1,2,3",1,1,1
chr10,38356555,38356572,2,"1,3",1,0,1
chr10,42782886,42783161,2,"1,3",1,0,1
chr10,43436576,43436886,2,"2,3",0,1,1
chr10,43455491,43456043,2,"1,3",1,0,1
chr10,44932737,44933077,2,"1,3",1,0,1
chr10,45672701,45672754,2,"1,3",1,0,1
chr10,45672754,45672940,3,"1,2,3",1,1,1
chr10,45672940,45673000,2,"1,3",1,0,1
chr10,58267916,58268256,2,"1,3",1,0,1
chr10,58268896,58269460,2,"1,3",1,0,1
chr10,60778257,60778597,2,"1,3",1,0,1
chr10,61903201,61903541,2,"1,3",1,0,1
chr10,63133084,63133145,2,"1,3",1,0,1
chr10,63133145,63133424,3,"1,2,3",1,1,1
chr10,63133424,63133455,2,"2,3",0,1,1
chr10,68331861,68332201,2,"1,3",1,0,1
chr10,68901016,68901029,2,"1,3",1,0,1
chr10,68901029,68901339,3,"1,2,3",1,1,1
chr10,68901339,68901356,2,"1,3",1,0,1
chr10,68988503,68988838,2,"1,3",1,0,1
chr10,69087796,69088106,2,"2,3",0,1,1
chr10,70146550,70146612,2,"1,3",1,0,1
chr10,70146612,70146890,3,"1,2,3",1,1,1
chr10,70146890,70146922,2,"2,3",0,1,1
chr10,70170401,70170741,2,"1,3",1,0,1
chr10,72273675,72273735,2,"1,3",1,0,1
chr10,72273735,72273923,3,"1,2,3",1,1,1
chr10,72273923,72273961,2,"1,3",1,0,1
chr10,72332080,72332083,2,"2,3",0,1,1
chr10,72332083,72332301,3,"1,2,3",1,1,1
chr10,72332301,72332350,2,"2,3",0,1,1
