chrom,start,end,num,list,ENCFF100OVE_SIN3A_sorted.bed,ENCFF368XPS_SIN3A_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr1,8026112,8026688,2,"1,3",1,0,1
chr1,8190138,8190388,2,"2,3",0,1,1
chr1,8423849,8424437,2,"1,3",1,0,1
chr1,8878500,8878501,2,"1,3",1,0,1
chr1,8878501,8878751,3,"1,2,3",1,1,1
chr1,8878751,8878886,2,"1,3",1,0,1
chr1,9181332,9181631,2,"1,3",1,0,1
chr1,9182096,9182532,2,"1,3",1,0,1
chr1,9234337,9235074,2,"1,3",1,0,1
chr1,9428929,9429003,2,"1,3",1,0,1
chr1,9429003,9429214,3,"1,2,3",1,1,1
chr1,9539080,9539296,2,"2,3",0,1,1
chr1,9539296,9539566,3,"1,2,3",1,1,1
chr1,9539566,9539665,2,"1,3",1,0,1
chr1,9593454,9593824,2,"1,3",1,0,1
chr1,9823745,9824181,2,"1,3",1,0,1
chr1,9943199,9943601,2,"1,3",1,0,1
chr1,10032975,10033411,2,"1,3",1,0,1
chr1,10398680,10398835,2,"1,3",1,0,1
chr1,10398866,10399302,2,"1,3",1,0,1
chr1,10430270,10430418,2,"2,3",0,1,1
chr1,10430418,10430520,3,"1,2,3",1,1,1
chr1,10430520,10430983,2,"1,3",1,0,1
chr1,10472375,10472775,2,"1,3",1,0,1
chr1,10475209,10475466,2,"1,3",1,0,1
chr1,11059508,11059708,2,"1,3",1,0,1
chr1,11060177,11060344,2,"1,3",1,0,1
chr1,11273005,11273359,2,"1,3",1,0,1
chr1,11273359,11273609,3,"1,2,3",1,1,1
chr1,11273609,11273729,2,"1,3",1,0,1
chr1,11653382,11653818,2,"1,3",1,0,1
chr1,11654193,11654629,2,"1,3",1,0,1
chr1,11680919,11681355,2,"1,3",1,0,1
chr1,11735924,11736501,2,"1,3",1,0,1
chr1,11805414,11805604,2,"1,3",1,0,1
chr1,11805604,11805700,3,"1,2,3",1,1,1
chr1,11805700,11805854,2,"2,3",0,1,1
chr1,11805930,11806366,2,"1,3",1,0,1
chr1,11842113,11842371,2,"1,3",1,0,1
chr1,11859251,11859571,2,"1,3",1,0,1
chr1,11908077,11908145,2,"1,3",1,0,1
chr1,11908145,11908395,3,"1,2,3",1,1,1
chr1,11908395,11908469,2,"1,3",1,0,1
chr1,11926328,11926623,2,"1,3",1,0,1
chr1,11980217,11980653,2,"1,3",1,0,1
chr1,12019115,12019471,2,"1,3",1,0,1
chr1,12019490,12019599,2,"1,3",1,0,1
chr1,12616018,12616090,2,"2,3",0,1,1
chr1,12616090,12616267,3,"1,2,3",1,1,1
chr1,12616267,12616268,2,"2,3",0,1,1
chr1,12618327,12618549,2,"2,3",0,1,1
chr1,15409717,15410153,2,"1,3",1,0,1
chr1,15524039,15524421,2,"1,3",1,0,1
chr1,15526484,15526574,2,"2,3",0,1,1
chr1,15526574,15526716,3,"1,2,3",1,1,1
chr1,15526716,15526734,2,"2,3",0,1,1
chr1,15584787,15585223,2,"1,3",1,0,1
chr1,15603317,15604072,2,"1,3",1,0,1
chr1,15617256,15617692,2,"1,3",1,0,1
chr1,15800268,15800828,2,"1,3",1,0,1
chr1,15834443,15834879,2,"1,3",1,0,1
chr1,15849364,15849595,2,"1,3",1,0,1
chr1,15975469,15975905,2,"1,3",1,0,1
chr1,15994683,15994882,2,"1,3",1,0,1
chr1,16003973,16004409,2,"1,3",1,0,1
chr1,16012701,16013137,2,"1,3",1,0,1
chr1,16032819,16033188,2,"1,3",1,0,1
chr1,16146190,16146626,2,"1,3",1,0,1
chr1,16155958,16156208,2,"2,3",0,1,1
chr1,16164142,16164574,2,"1,3",1,0,1
chr1,16237022,16237422,2,"1,3",1,0,1
chr1,16351948,16352613,2,"1,3",1,0,1
chr1,16367436,16367872,2,"1,3",1,0,1
chr1,16440556,16440616,2,"1,3",1,0,1
chr1,16440616,16440866,3,"1,2,3",1,1,1
chr1,16440866,16440992,2,"1,3",1,0,1
chr1,16513859,16513938,2,"1,3",1,0,1
chr1,16513938,16514188,3,"1,2,3",1,1,1
chr1,16514188,16514295,2,"1,3",1,0,1
chr1,16613366,16613508,2,"1,3",1,0,1
chr1,16613508,16613904,3,"1,2,3",1,1,1
chr1,16613904,16613957,2,"2,3",0,1,1
chr1,16644563,16644596,2,"1,3",1,0,1
chr1,16644596,16644783,3,"1,2,3",1,1,1
chr1,16644783,16644846,2,"2,3",0,1,1
chr1,16645302,16645386,2,"2,3",0,1,1
chr1,16645386,16645552,3,"1,2,3",1,1,1
chr1,16645552,16645562,2,"1,3",1,0,1
chr1,16678065,16678411,2,"1,3",1,0,1
chr1,16905152,16905402,2,"2,3",0,1,1
chr1,16913864,16914339,2,"1,3",1,0,1
chr1,17011463,17011635,2,"1,3",1,0,1
chr1,18480770,18481206,2,"1,3",1,0,1
chr1,18901159,18901563,2,"1,3",1,0,1
chr1,18902393,18902655,2,"1,3",1,0,1
chr1,18902782,18902867,2,"1,3",1,0,1
chr1,18902867,18903117,3,"1,2,3",1,1,1
chr1,19210345,19210761,2,"1,3",1,0,1
chr1,19251606,19251708,2,"1,3",1,0,1
chr1,19251708,19251958,3,"1,2,3",1,1,1
chr1,19251958,19252042,2,"1,3",1,0,1
chr1,19596744,19596887,2,"1,3",1,0,1
chr1,20476356,20476746,2,"1,3",1,0,1
chr1,20508008,20508058,2,"1,3",1,0,1
chr1,20508058,20508308,3,"1,2,3",1,1,1
chr1,20508308,20508348,2,"1,3",1,0,1
chr1,20661234,20661484,2,"2,3",0,1,1
chr1,21439787,21440444,2,"1,3",1,0,1
chr1,21669393,21670059,2,"1,3",1,0,1
chr1,22025289,22025725,2,"1,3",1,0,1
chr1,22052475,22052866,2,"1,3",1,0,1
chr1,22053121,22053484,2,"1,3",1,0,1
chr1,22451771,22451822,2,"2,3",0,1,1
chr1,22451822,22452011,3,"1,2,3",1,1,1
chr1,22452011,22452021,2,"2,3",0,1,1
chr1,23019193,23019253,2,"1,3",1,0,1
chr1,23019253,23019503,3,"1,2,3",1,1,1
chr1,23019503,23019768,2,"1,3",1,0,1
chr1,23149155,23149540,2,"1,3",1,0,1
chr1,23167610,23168046,2,"1,3",1,0,1
chr1,23187653,23188056,2,"1,3",1,0,1
chr1,23367942,23368349,2,"1,3",1,0,1
chr1,23368780,23369216,2,"1,3",1,0,1
chr1,23423429,23423965,2,"1,3",1,0,1
chr1,23424477,23425129,2,"1,3",1,0,1
chr1,23562330,23562540,3,"1,2,3",1,1,1
chr1,23562540,23562639,2,"1,3",1,0,1
chr1,23743270,23744086,2,"1,3",1,0,1
chr1,23778219,23778655,2,"1,3",1,0,1
chr1,23790850,23790930,2,"1,3",1,0,1
chr1,23790930,23791180,3,"1,2,3",1,1,1
chr1,23791180,23791286,2,"1,3",1,0,1
chr1,23800776,23800868,2,"2,3",0,1,1
chr1,23800868,23800992,3,"1,2,3",1,1,1
chr1,23800992,23801026,2,"2,3",0,1,1
chr1,23838464,23838813,2,"1,3",1,0,1
chr1,23959077,23959080,2,"2,3",0,1,1
chr1,23959080,23959327,3,"1,2,3",1,1,1
chr1,23959327,23959869,2,"1,3",1,0,1
chr1,23959986,23960137,2,"1,3",1,0,1
chr1,24415608,24415856,2,"1,3",1,0,1
chr1,24744952,24745388,2,"1,3",1,0,1
chr1,24745397,24745528,2,"1,3",1,0,1
chr1,25232371,25232400,2,"2,3",0,1,1
chr1,25232400,25232559,3,"1,2,3",1,1,1
chr1,25232559,25232621,2,"2,3",0,1,1
chr1,25239838,25240274,2,"1,3",1,0,1
chr1,25247028,25247224,2,"2,3",0,1,1
chr1,25247373,25247941,2,"1,3",1,0,1
chr1,25819711,25820074,2,"1,3",1,0,1
chr1,25859267,25859303,2,"1,3",1,0,1
chr1,25859303,25859553,3,"1,2,3",1,1,1
chr1,25859553,25859579,2,"1,3",1,0,1
chr1,25905410,25905501,2,"1,3",1,0,1
chr1,25905501,25905751,3,"1,2,3",1,1,1
chr1,25905751,25905827,2,"1,3",1,0,1
chr1,25906315,25906424,2,"1,3",1,0,1
chr1,25997798,25998411,2,"1,3",1,0,1
chr1,26110807,26111062,2,"1,3",1,0,1
chr1,26169811,26169867,2,"2,3",0,1,1
chr1,26169867,26169986,3,"1,2,3",1,1,1
chr1,26169986,26170061,2,"2,3",0,1,1
chr1,26234284,26234704,2,"1,3",1,0,1
chr1,26279847,26280489,2,"1,3",1,0,1
chr1,26351634,26352070,2,"1,3",1,0,1
chr1,26432236,26432272,2,"2,3",0,1,1
chr1,26432272,26432448,3,"1,2,3",1,1,1
chr1,26432448,26432486,2,"2,3",0,1,1
chr1,26473002,26473315,2,"1,3",1,0,1
chr1,26529512,26529948,2,"1,3",1,0,1
chr1,26531103,26531539,2,"1,3",1,0,1
chr1,26693000,26693379,2,"1,3",1,0,1
chr1,26695418,26696114,2,"1,3",1,0,1
chr1,26784012,26784482,2,"1,3",1,0,1
chr1,26787816,26788301,2,"1,3",1,0,1
chr1,26864850,26865286,2,"1,3",1,0,1
chr1,26890047,26890483,2,"1,3",1,0,1
chr1,26900353,26900366,2,"2,3",0,1,1
chr1,26900366,26900573,3,"1,2,3",1,1,1
chr1,26900573,26900603,2,"2,3",0,1,1
chr1,26910605,26910678,2,"1,3",1,0,1
chr1,26910678,26910896,3,"1,2,3",1,1,1
chr1,26913891,26914327,2,"1,3",1,0,1
chr1,26921279,26921489,2,"1,3",1,0,1
chr1,26946997,26947371,2,"1,3",1,0,1
chr1,26990945,26991101,2,"1,3",1,0,1
chr1,26991315,26991650,2,"1,3",1,0,1
chr1,26993529,26994034,2,"1,3",1,0,1
chr1,26997681,26998003,2,"1,3",1,0,1
chr1,27012649,27013085,2,"1,3",1,0,1
chr1,27234497,27234933,2,"1,3",1,0,1
chr1,27322022,27322458,2,"1,3",1,0,1
chr1,27342928,27343364,2,"1,3",1,0,1
chr1,27366089,27366525,2,"1,3",1,0,1
chr1,27392233,27392669,2,"1,3",1,0,1
chr1,27527752,27527769,2,"1,3",1,0,1
chr1,27542306,27542742,2,"1,3",1,0,1
chr1,27607325,27607761,2,"1,3",1,0,1
chr1,27725493,27725960,2,"1,3",1,0,1
chr1,27773085,27773521,2,"1,3",1,0,1
chr1,27830636,27830677,2,"1,3",1,0,1
chr1,27830677,27830927,3,"1,2,3",1,1,1
chr1,27830927,27831308,2,"1,3",1,0,1
chr1,28235967,28236403,2,"1,3",1,0,1
chr1,28259288,28259724,2,"1,3",1,0,1
chr1,28328816,28329203,2,"1,3",1,0,1
chr1,28369568,28370004,2,"1,3",1,0,1
chr1,28518506,28518633,2,"2,3",0,1,1
chr1,28552740,28553176,2,"1,3",1,0,1
chr1,28581749,28581929,2,"1,3",1,0,1
chr1,28592118,28592554,2,"1,3",1,0,1
chr1,28642954,28643118,2,"1,3",1,0,1
chr1,28643118,28643368,3,"1,2,3",1,1,1
chr1,28643368,28643496,2,"1,3",1,0,1
chr1,28648541,28648588,2,"1,3",1,0,1
chr1,28648588,28648838,3,"1,2,3",1,1,1
chr1,28648838,28649136,2,"1,3",1,0,1
chr1,28669224,28669697,2,"1,3",1,0,1
chr1,28736582,28737074,2,"1,3",1,0,1
chr1,28885029,28885287,2,"1,3",1,0,1
chr1,28886895,28887331,2,"1,3",1,0,1
chr1,28983590,28984026,2,"1,3",1,0,1
chr1,29230843,29230952,2,"1,3",1,0,1
chr1,29237415,29237500,2,"1,3",1,0,1
chr1,30718681,30719117,2,"1,3",1,0,1
chr1,31296817,31297253,2,"1,3",1,0,1
chr1,31576249,31576657,2,"1,3",1,0,1
chr1,31645119,31645395,2,"1,3",1,0,1
chr1,31937690,31937753,2,"1,3",1,0,1
chr1,32013396,32014122,2,"1,3",1,0,1
chr1,32072591,32073027,2,"1,3",1,0,1
chr1,32179513,32180189,2,"1,3",1,0,1
chr1,32205418,32205854,2,"1,3",1,0,1
chr1,32222259,32222500,2,"1,3",1,0,1
chr1,32292176,32292330,2,"1,3",1,0,1
chr1,32338386,32338621,2,"1,3",1,0,1
chr1,32351192,32351879,2,"1,3",1,0,1
chr1,32394231,32394768,2,"1,3",1,0,1
chr1,32650326,32650406,2,"1,3",1,0,1
chr1,32650406,32650656,3,"1,2,3",1,1,1
chr1,32650656,32650711,2,"1,3",1,0,1
chr1,32817214,32817236,2,"1,3",1,0,1
chr1,32817236,32817486,3,"1,2,3",1,1,1
chr1,32817486,32817499,2,"1,3",1,0,1
chr1,32818037,32818443,2,"1,3",1,0,1
chr1,32933873,32934309,2,"1,3",1,0,1
chr1,32964607,32965043,2,"1,3",1,0,1
chr1,33080888,33081271,2,"1,3",1,0,1
chr1,33334159,33334550,2,"1,3",1,0,1
chr1,33342427,33342589,2,"1,3",1,0,1
chr1,33349919,33350200,2,"1,3",1,0,1
chr1,34859503,34859939,2,"1,3",1,0,1
chr1,34985088,34985524,2,"1,3",1,0,1
chr1,35556977,35557593,2,"1,3",1,0,1
chr1,35807861,35808231,2,"1,3",1,0,1
chr1,35883754,35884113,2,"1,3",1,0,1
chr1,35931001,35931641,2,"1,3",1,0,1
chr1,36088697,36089133,2,"1,3",1,0,1
chr1,36156330,36156353,2,"1,3",1,0,1
chr1,36224015,36224043,2,"1,3",1,0,1
chr1,36224043,36224293,3,"1,2,3",1,1,1
chr1,36224293,36224930,2,"1,3",1,0,1
chr1,36240219,36240363,2,"1,3",1,0,1
chr1,36240363,36240613,3,"1,2,3",1,1,1
chr1,36240613,36240655,2,"1,3",1,0,1
chr1,36306940,36307376,2,"1,3",1,0,1
chr1,36386494,36386560,2,"1,3",1,0,1
chr1,36386560,36386810,3,"1,2,3",1,1,1
chr1,36386810,36386841,2,"1,3",1,0,1
chr1,36401060,36401211,2,"1,3",1,0,1
chr1,36401211,36401461,3,"1,2,3",1,1,1
chr1,36401461,36401685,2,"1,3",1,0,1
chr1,36450207,36450839,2,"1,3",1,0,1
chr1,36464293,36464433,2,"1,3",1,0,1
chr1,37474553,37474703,2,"1,3",1,0,1
chr1,37479647,37480006,2,"1,3",1,0,1
chr1,37692408,37692613,2,"1,3",1,0,1
chr1,37807579,37807886,2,"1,3",1,0,1
chr1,37807949,37808739,2,"1,3",1,0,1
chr1,37859663,37859913,2,"2,3",0,1,1
chr1,37989989,37990016,2,"2,3",0,1,1
chr1,37990016,37990148,3,"1,2,3",1,1,1
chr1,37990148,37990239,2,"2,3",0,1,1
chr1,38005284,38005720,2,"1,3",1,0,1
chr1,38012565,38013001,2,"1,3",1,0,1
chr1,38047003,38047439,2,"1,3",1,0,1
chr1,38858967,38859627,2,"1,3",1,0,1
chr1,38859697,38860133,2,"1,3",1,0,1
chr1,38873263,38873699,2,"1,3",1,0,1
chr1,38991250,38991377,2,"1,3",1,0,1
chr1,39158735,39158839,2,"2,3",0,1,1
chr1,39158839,39158958,3,"1,2,3",1,1,1
chr1,39158958,39158985,2,"2,3",0,1,1
chr1,39566741,39567136,2,"1,3",1,0,1
chr1,40039763,40040257,2,"1,3",1,0,1
chr1,40040684,40040845,2,"1,3",1,0,1
chr1,40161115,40161497,2,"1,3",1,0,1
chr1,40373446,40373982,2,"1,3",1,0,1
chr1,40449922,40450358,2,"1,3",1,0,1
chr1,40531492,40531546,2,"1,3",1,0,1
chr1,40531546,40531796,3,"1,2,3",1,1,1
chr1,40531796,40531928,2,"1,3",1,0,1
chr1,40691475,40691911,2,"1,3",1,0,1
chr1,40862107,40862543,2,"1,3",1,0,1
chr1,40979797,40980233,2,"1,3",1,0,1
chr1,42334364,42334754,2,"1,3",1,0,1
chr1,42335270,42335466,2,"1,3",1,0,1
chr1,42456230,42456486,2,"1,3",1,0,1
chr1,42456486,42456666,3,"1,2,3",1,1,1
chr1,42456666,42456736,2,"2,3",0,1,1
chr1,42463144,42463159,2,"2,3",0,1,1
chr1,42463159,42463394,3,"1,2,3",1,1,1
chr1,42463394,42463403,2,"1,3",1,0,1
chr1,42658308,42658355,2,"2,3",0,1,1
chr1,42658355,42658558,3,"1,2,3",1,1,1
chr1,42658558,42658565,2,"1,3",1,0,1
chr1,42682079,42682201,3,"1,2,3",1,1,1
chr1,42682201,42682250,2,"2,3",0,1,1
chr1,42766790,42767756,2,"1,3",1,0,1
chr1,42816790,42817441,2,"1,3",1,0,1
chr1,42846303,42846887,2,"1,3",1,0,1
chr1,42924315,42925003,2,"1,3",1,0,1
chr1,42958174,42958716,2,"1,3",1,0,1
chr1,42958716,42958768,3,"1,2,3",1,1,1
chr1,42958768,42958788,2,"2,3",0,1,1
chr1,42958788,42958941,3,"1,2,3",1,1,1
chr1,42958941,42958966,2,"2,3",0,1,1
chr1,43172151,43172198,2,"1,3",1,0,1
chr1,43172198,43172448,3,"1,2,3",1,1,1
chr1,43172448,43172496,2,"1,3",1,0,1
chr1,43358810,43358813,2,"2,3",0,1,1
chr1,43358813,43359060,3,"1,2,3",1,1,1
chr1,43359060,43359117,2,"1,3",1,0,1
chr1,43367945,43368381,2,"1,3",1,0,1
chr1,43389518,43389604,2,"1,3",1,0,1
chr1,43389604,43389854,3,"1,2,3",1,1,1
chr1,43389854,43389954,2,"1,3",1,0,1
chr1,43649754,43650099,2,"1,3",1,0,1
chr1,43650436,43650600,2,"1,3",1,0,1
chr1,43707113,43707549,2,"1,3",1,0,1
chr1,43946392,43947158,2,"1,3",1,0,1
chr1,43969883,43969901,2,"2,3",0,1,1
chr1,43969901,43970122,3,"1,2,3",1,1,1
chr1,43970122,43970133,2,"2,3",0,1,1
chr1,43974730,43975166,2,"1,3",1,0,1
chr1,43978865,43979132,2,"1,3",1,0,1
chr1,43991520,43991632,2,"1,3",1,0,1
chr1,44029967,44030454,2,"1,3",1,0,1
chr1,44213320,44213387,2,"1,3",1,0,1
chr1,44213387,44213637,3,"1,2,3",1,1,1
chr1,44213637,44213756,2,"1,3",1,0,1
chr1,44631687,44632123,2,"1,3",1,0,1
chr1,44674018,44674322,2,"1,3",1,0,1
chr1,44721546,44721640,2,"1,3",1,0,1
chr1,44721640,44721890,3,"1,2,3",1,1,1
chr1,44721890,44721945,2,"1,3",1,0,1
chr1,44730642,44730918,2,"1,3",1,0,1
chr1,44730918,44731078,3,"1,2,3",1,1,1
chr1,44731078,44731168,2,"2,3",0,1,1
chr1,44739729,44739772,2,"2,3",0,1,1
chr1,44739772,44739897,3,"1,2,3",1,1,1
chr1,44739897,44739952,2,"2,3",0,1,1
chr1,44739952,44739979,3,"1,2,3",1,1,1
chr1,44739979,44740283,2,"1,3",1,0,1
chr1,44775272,44775708,2,"1,3",1,0,1
chr1,44799937,44800373,2,"1,3",1,0,1
chr1,44807209,44807645,2,"1,3",1,0,1
chr1,44808285,44808586,2,"1,3",1,0,1
chr1,44819777,44820027,2,"2,3",0,1,1
chr1,44826997,44827637,2,"1,3",1,0,1
chr1,44843018,44843571,2,"1,3",1,0,1
chr1,44986454,44986706,2,"1,3",1,0,1
chr1,45011200,45011217,2,"1,3",1,0,1
chr1,45011217,45011417,3,"1,2,3",1,1,1
chr1,45011417,45011467,2,"2,3",0,1,1
chr1,45012043,45012052,2,"2,3",0,1,1
chr1,45012052,45012268,3,"1,2,3",1,1,1
chr1,45012268,45012293,2,"2,3",0,1,1
chr1,45339781,45339877,2,"1,3",1,0,1
chr1,45339877,45340127,3,"1,2,3",1,1,1
chr1,45340127,45340430,2,"1,3",1,0,1
chr1,45490912,45491348,2,"1,3",1,0,1
chr1,45499839,45499874,2,"2,3",0,1,1
chr1,45499874,45500089,3,"1,2,3",1,1,1
chr1,45500089,45500405,2,"1,3",1,0,1
chr1,45521737,45521738,2,"1,3",1,0,1
chr1,45521738,45521988,3,"1,2,3",1,1,1
chr1,45521988,45522007,2,"1,3",1,0,1
chr1,45550650,45551086,2,"1,3",1,0,1
chr1,45583859,45584295,2,"1,3",1,0,1
chr1,45584653,45584667,2,"2,3",0,1,1
chr1,45584667,45584864,3,"1,2,3",1,1,1
chr1,45687166,45687476,2,"1,3",1,0,1
chr1,46247577,46247584,2,"2,3",0,1,1
chr1,46247584,46247827,3,"1,2,3",1,1,1
chr1,46247827,46247886,2,"1,3",1,0,1
chr1,46340048,46340390,2,"1,3",1,0,1
chr1,46340530,46340966,2,"1,3",1,0,1
chr1,46603979,46604415,2,"1,3",1,0,1
chr1,47333536,47333972,2,"1,3",1,0,1
chr1,47334270,47334710,2,"1,3",1,0,1
chr1,47334710,47334896,3,"1,2,3",1,1,1
chr1,48222539,48223188,2,"1,3",1,0,1
chr1,50960214,50960217,2,"1,3",1,0,1
chr1,50960217,50960467,3,"1,2,3",1,1,1
chr1,50960467,50960483,2,"1,3",1,0,1
chr1,50968489,50968777,2,"1,3",1,0,1
chr1,50969509,50970270,2,"1,3",1,0,1
chr1,51729832,51730246,2,"1,3",1,0,1
chr1,52037484,52037605,2,"1,3",1,0,1
chr1,52037605,52037855,3,"1,2,3",1,1,1
chr1,52037855,52037884,2,"1,3",1,0,1
chr1,52055094,52055110,2,"2,3",0,1,1
chr1,52055110,52055223,3,"1,2,3",1,1,1
chr1,52055223,52055287,2,"2,3",0,1,1
chr1,52055287,52055344,3,"1,2,3",1,1,1
chr1,52055344,52055721,2,"1,3",1,0,1
chr1,52056121,52056557,2,"1,3",1,0,1
chr1,52365687,52366343,2,"1,3",1,0,1
chr1,52404270,52404299,2,"2,3",0,1,1
chr1,52404299,52404488,3,"1,2,3",1,1,1
chr1,52404488,52404722,2,"2,3",0,1,1
chr1,52552595,52552791,2,"1,3",1,0,1
chr1,52553403,52553839,2,"1,3",1,0,1
chr1,52703176,52703612,2,"1,3",1,0,1
chr1,52927772,52928020,2,"1,3",1,0,1
chr1,53183384,53184114,2,"1,3",1,0,1
chr1,53196606,53197042,2,"1,3",1,0,1
chr1,53220330,53220969,2,"1,3",1,0,1
chr1,53238309,53238745,2,"1,3",1,0,1
chr1,53326235,53326671,2,"1,3",1,0,1
chr1,53838052,53838690,2,"1,3",1,0,1
chr1,53945436,53945759,2,"1,3",1,0,1
chr1,54052932,54053567,2,"1,3",1,0,1
chr1,54406853,54407068,2,"1,3",1,0,1
chr1,54715691,54715904,2,"1,3",1,0,1
chr1,54715904,54716127,3,"1,2,3",1,1,1
chr1,54716127,54716154,2,"2,3",0,1,1
chr1,54764276,54764712,2,"1,3",1,0,1
chr1,54887084,54887648,2,"1,3",1,0,1
chr1,54888123,54888733,2,"1,3",1,0,1
chr1,55039327,55039577,2,"2,3",0,1,1
chr1,56578732,56578932,2,"1,3",1,0,1
chr1,56579189,56579614,2,"1,3",1,0,1
chr1,56644783,56645421,2,"1,3",1,0,1
chr1,56818762,56818800,2,"1,3",1,0,1
chr1,56818800,56819050,3,"1,2,3",1,1,1
chr1,56819050,56819171,2,"1,3",1,0,1
chr1,58783777,58784213,2,"1,3",1,0,1
chr1,58816269,58816705,2,"1,3",1,0,1
chr1,59296393,59296745,2,"1,3",1,0,1
chr1,59296882,59297297,2,"1,3",1,0,1
chr1,59730780,59731216,2,"1,3",1,0,1
chr1,59814798,59815234,2,"1,3",1,0,1
chr1,61742109,61742692,2,"1,3",1,0,1
chr1,62783909,62784013,2,"1,3",1,0,1
chr1,62784013,62784263,3,"1,2,3",1,1,1
chr1,62784263,62784345,2,"1,3",1,0,1
chr1,63523158,63523307,2,"1,3",1,0,1
