chrom,start,end,num,list,ENCFF377FLV_EP300_sorted.bed,ENCFF449XHW_EP300_sorted.bed,ENCFF695SHP_EP300_sorted.bed,ENCFF764WUM_EP300_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr1,9234416,9234720,2,"3,5",0,0,1,0,1
chr1,9428835,9428872,2,"2,5",0,1,0,0,1
chr1,9428872,9429155,3,"2,3,5",0,1,1,0,1
chr1,9429155,9429176,2,"3,5",0,0,1,0,1
chr1,9539134,9539156,2,"3,5",0,0,1,0,1
chr1,9539156,9539328,3,"2,3,5",0,1,1,0,1
chr1,9539328,9539476,2,"2,5",0,1,0,0,1
chr1,9719121,9719409,3,"2,3,5",0,1,1,0,1
chr1,9943283,9943587,3,"2,3,5",0,1,1,0,1
chr1,10032508,10032826,2,"2,5",0,1,0,0,1
chr1,10210257,10210409,2,"3,5",0,0,1,0,1
chr1,10210409,10210561,3,"2,3,5",0,1,1,0,1
chr1,10210561,10210686,2,"2,5",0,1,0,0,1
chr1,10430276,10430580,2,"3,5",0,0,1,0,1
chr1,10472371,10472675,2,"3,5",0,0,1,0,1
chr1,10474760,10475002,3,"2,3,5",0,1,1,0,1
chr1,10475002,10475070,2,"2,5",0,1,0,0,1
chr1,11012362,11012418,2,"3,5",0,0,1,0,1
chr1,11012418,11012419,3,"2,3,5",0,1,1,0,1
chr1,11012419,11012666,4,"2,3,4,5",0,1,1,1,1
chr1,11012666,11012683,3,"2,4,5",0,1,0,1,1
chr1,11012683,11012738,2,"2,5",0,1,0,0,1
chr1,11664025,11664345,2,"2,5",0,1,0,0,1
chr1,11671523,11671554,2,"3,5",0,0,1,0,1
chr1,11671554,11671663,3,"2,3,5",0,1,1,0,1
chr1,11671663,11671684,2,"3,5",0,0,1,0,1
chr1,11681389,11681693,2,"3,5",0,0,1,0,1
chr1,11735906,11736210,2,"3,5",0,0,1,0,1
chr1,11797827,11797829,2,"4,5",0,0,0,1,1
chr1,11797829,11797857,3,"3,4,5",0,0,1,1,1
chr1,11797857,11798075,4,"2,3,4,5",0,1,1,1,1
chr1,11798075,11798091,3,"3,4,5",0,0,1,1,1
chr1,11798091,11798110,2,"3,5",0,0,1,0,1
chr1,11803514,11803813,2,"3,5",0,0,1,0,1
chr1,11805982,11805988,2,"3,5",0,0,1,0,1
chr1,11805988,11806286,3,"2,3,5",0,1,1,0,1
chr1,11806286,11806308,2,"2,5",0,1,0,0,1
chr1,11842284,11842335,2,"4,5",0,0,0,1,1
chr1,11842335,11842393,3,"3,4,5",0,0,1,1,1
chr1,11842393,11842510,4,"2,3,4,5",0,1,1,1,1
chr1,11842510,11842530,3,"3,4,5",0,0,1,1,1
chr1,11842530,11842548,2,"4,5",0,0,0,1,1
chr1,11882895,11882931,2,"4,5",0,0,0,1,1
chr1,11882931,11882932,3,"3,4,5",0,0,1,1,1
chr1,11882932,11883039,4,"2,3,4,5",0,1,1,1,1
chr1,11883039,11883061,3,"3,4,5",0,0,1,1,1
chr1,11883061,11883159,2,"4,5",0,0,0,1,1
chr1,11908084,11908086,3,"2,4,5",0,1,0,1,1
chr1,11908086,11908314,4,"2,3,4,5",0,1,1,1,1
chr1,11908314,11908390,3,"2,3,5",0,1,1,0,1
chr1,11908390,11908402,2,"2,5",0,1,0,0,1
chr1,11909672,11909697,2,"2,5",0,1,0,0,1
chr1,11909697,11909944,3,"2,3,5",0,1,1,0,1
chr1,11980263,11980552,2,"3,5",0,0,1,0,1
chr1,12161892,12161906,2,"4,5",0,0,0,1,1
chr1,12161906,12161918,3,"2,4,5",0,1,0,1,1
chr1,12161918,12162116,4,"2,3,4,5",0,1,1,1,1
chr1,12162116,12162156,3,"2,4,5",0,1,0,1,1
chr1,12162156,12162199,2,"2,5",0,1,0,0,1
chr1,12218551,12218555,2,"3,5",0,0,1,0,1
chr1,12218555,12218564,3,"3,4,5",0,0,1,1,1
chr1,12218564,12218819,4,"2,3,4,5",0,1,1,1,1
chr1,12218819,12218868,3,"2,3,5",0,1,1,0,1
chr1,12218868,12218880,2,"3,5",0,0,1,0,1
chr1,12229832,12229881,2,"2,5",0,1,0,0,1
chr1,12229881,12230109,3,"2,3,5",0,1,1,0,1
chr1,12230109,12230185,2,"3,5",0,0,1,0,1
chr1,12529442,12529460,2,"3,5",0,0,1,0,1
chr1,12529460,12529554,3,"3,4,5",0,0,1,1,1
chr1,12529554,12529648,4,"2,3,4,5",0,1,1,1,1
chr1,12529648,12529690,3,"3,4,5",0,0,1,1,1
chr1,12618212,12618516,2,"3,5",0,0,1,0,1
chr1,15524509,15524829,2,"2,5",0,1,0,0,1
chr1,15526516,15526790,2,"3,5",0,0,1,0,1
chr1,15526790,15526820,3,"2,3,5",0,1,1,0,1
chr1,15526820,15527110,2,"2,5",0,1,0,0,1
chr1,15543617,15543712,2,"3,5",0,0,1,0,1
chr1,15543712,15543794,3,"3,4,5",0,0,1,1,1
chr1,15543794,15543888,4,"2,3,4,5",0,1,1,1,1
chr1,15543888,15543976,3,"3,4,5",0,0,1,1,1
chr1,15543976,15544005,2,"3,5",0,0,1,0,1
chr1,15617295,15617599,2,"3,5",0,0,1,0,1
chr1,15795197,15795200,2,"3,5",0,0,1,0,1
chr1,15795200,15795236,3,"3,4,5",0,0,1,1,1
chr1,15795236,15795436,4,"2,3,4,5",0,1,1,1,1
chr1,15795436,15795446,3,"3,4,5",0,0,1,1,1
chr1,15795446,15795464,2,"4,5",0,0,0,1,1
chr1,15834811,15834871,2,"2,5",0,1,0,0,1
chr1,15834871,15835183,3,"2,3,5",0,1,1,0,1
chr1,15835721,15836008,2,"2,5",0,1,0,0,1
chr1,15836079,15836193,2,"3,5",0,0,1,0,1
chr1,15847469,15847536,2,"2,5",0,1,0,0,1
chr1,15847536,15847789,3,"2,3,5",0,1,1,0,1
chr1,15847789,15847840,2,"3,5",0,0,1,0,1
chr1,16012816,16012985,3,"2,3,5",0,1,1,0,1
chr1,16012985,16013072,2,"3,5",0,0,1,0,1
chr1,16013274,16013484,2,"3,5",0,0,1,0,1
chr1,16032860,16033164,2,"3,5",0,0,1,0,1
chr1,16056105,16056110,2,"2,5",0,1,0,0,1
chr1,16056110,16056407,3,"2,3,5",0,1,1,0,1
chr1,16164232,16164496,2,"3,5",0,0,1,0,1
chr1,16237054,16237318,2,"2,5",0,1,0,0,1
chr1,16352434,16352601,2,"2,5",0,1,0,0,1
chr1,16352601,16352754,3,"2,3,5",0,1,1,0,1
chr1,16352754,16352863,2,"3,5",0,0,1,0,1
chr1,16366921,16367379,2,"3,5",0,0,1,0,1
chr1,16440480,16440508,2,"2,5",0,1,0,0,1
chr1,16440508,16440514,3,"2,4,5",0,1,0,1,1
chr1,16440514,16440772,4,"2,3,4,5",0,1,1,1,1
chr1,16440772,16440800,3,"2,3,5",0,1,1,0,1
chr1,16440800,16440818,2,"3,5",0,0,1,0,1
chr1,16513881,16514201,2,"2,5",0,1,0,0,1
chr1,16613349,16613669,2,"2,5",0,1,0,0,1
chr1,16621016,16621023,2,"3,5",0,0,1,0,1
chr1,16621023,16621303,3,"2,3,5",0,1,1,0,1
chr1,16621303,16621343,2,"2,5",0,1,0,0,1
chr1,16624986,16625217,3,"2,3,5",0,1,1,0,1
chr1,16644690,16644775,2,"2,5",0,1,0,0,1
chr1,16644992,16645250,2,"3,5",0,0,1,0,1
chr1,16895951,16896066,2,"2,5",0,1,0,0,1
chr1,16896066,16896366,3,"2,3,5",0,1,1,0,1
chr1,16896366,16896370,2,"3,5",0,0,1,0,1
chr1,16905074,16905111,2,"2,5",0,1,0,0,1
chr1,16905111,16905394,3,"2,3,5",0,1,1,0,1
chr1,16905394,16905615,2,"3,5",0,0,1,0,1
chr1,16905678,16905696,2,"2,5",0,1,0,0,1
chr1,19210213,19210517,2,"3,5",0,0,1,0,1
chr1,19251395,19251886,2,"2,5",0,1,0,0,1
chr1,19312609,19312878,2,"3,5",0,0,1,0,1
chr1,19596675,19596935,3,"3,4,5",0,0,1,1,1
chr1,19596935,19596966,2,"3,5",0,0,1,0,1
chr1,20185363,20185373,2,"2,5",0,1,0,0,1
chr1,20185373,20185601,3,"2,3,5",0,1,1,0,1
chr1,20185601,20185647,2,"2,5",0,1,0,0,1
chr1,20661317,20661328,2,"3,5",0,0,1,0,1
chr1,20661328,20661621,3,"2,3,5",0,1,1,0,1
chr1,20661621,20661648,2,"2,5",0,1,0,0,1
chr1,20696810,20697130,2,"2,5",0,1,0,0,1
chr1,21904972,21905016,2,"3,5",0,0,1,0,1
chr1,21905016,21905084,3,"2,3,5",0,1,1,0,1
chr1,21905084,21905205,4,"2,3,4,5",0,1,1,1,1
chr1,21905205,21905247,3,"2,3,5",0,1,1,0,1
chr1,21905247,21905357,2,"3,5",0,0,1,0,1
chr1,22019139,22019144,2,"2,5",0,1,0,0,1
chr1,22019144,22019311,3,"2,3,5",0,1,1,0,1
chr1,22019311,22019327,2,"2,5",0,1,0,0,1
chr1,22025366,22025572,2,"3,5",0,0,1,0,1
chr1,22025876,22025906,2,"3,5",0,0,1,0,1
chr1,22025906,22026180,3,"2,3,5",0,1,1,0,1
chr1,22026180,22026226,2,"2,5",0,1,0,0,1
chr1,22052441,22052802,2,"3,5",0,0,1,0,1
chr1,22451778,22451790,2,"2,5",0,1,0,0,1
chr1,22451790,22451817,3,"2,3,5",0,1,1,0,1
chr1,22451817,22452081,4,"2,3,4,5",0,1,1,1,1
chr1,22452081,22452094,3,"2,3,5",0,1,1,0,1
chr1,22452094,22452098,2,"2,5",0,1,0,0,1
chr1,23019193,23019230,2,"3,5",0,0,1,0,1
chr1,23019230,23019480,3,"2,3,5",0,1,1,0,1
chr1,23019480,23019550,2,"2,5",0,1,0,0,1
chr1,23368190,23368510,2,"2,5",0,1,0,0,1
chr1,23539829,23539840,2,"3,5",0,0,1,0,1
chr1,23539840,23540133,3,"2,3,5",0,1,1,0,1
chr1,23540133,23540160,2,"2,5",0,1,0,0,1
chr1,23554787,23555064,3,"2,3,5",0,1,1,0,1
chr1,23555064,23555079,2,"2,5",0,1,0,0,1
chr1,23559452,23559543,2,"2,5",0,1,0,0,1
chr1,23559543,23559729,3,"2,3,5",0,1,1,0,1
chr1,23562372,23562602,4,"2,3,4,5",0,1,1,1,1
chr1,23562602,23562608,3,"2,4,5",0,1,0,1,1
chr1,23562608,23562662,2,"4,5",0,0,0,1,1
chr1,23691584,23691820,3,"2,3,5",0,1,1,0,1
chr1,23691820,23691869,2,"3,5",0,0,1,0,1
chr1,23743308,23743582,2,"3,5",0,0,1,0,1
chr1,23777891,23777915,2,"2,5",0,1,0,0,1
chr1,23777915,23777929,3,"2,4,5",0,1,0,1,1
chr1,23777929,23778077,4,"2,3,4,5",0,1,1,1,1
chr1,23778077,23778179,3,"2,4,5",0,1,0,1,1
chr1,23778179,23778211,2,"2,5",0,1,0,0,1
chr1,23800750,23801054,2,"3,5",0,0,1,0,1
chr1,23868264,23868568,2,"3,5",0,0,1,0,1
chr1,23959046,23959350,2,"3,5",0,0,1,0,1
chr1,24415455,24415723,3,"2,3,5",0,1,1,0,1
chr1,24415723,24415745,2,"2,5",0,1,0,0,1
chr1,24744889,24745193,2,"3,5",0,0,1,0,1
chr1,25233109,25233357,3,"2,3,5",0,1,1,0,1
chr1,25233357,25233379,2,"3,5",0,0,1,0,1
chr1,25239766,25240070,2,"3,5",0,0,1,0,1
chr1,25279682,25279711,2,"2,5",0,1,0,0,1
chr1,25279711,25279714,3,"2,3,5",0,1,1,0,1
chr1,25279714,25280002,4,"2,3,4,5",0,1,1,1,1
chr1,25280002,25280015,3,"3,4,5",0,0,1,1,1
chr1,25280015,25280179,2,"4,5",0,0,0,1,1
chr1,25549476,25549780,2,"3,5",0,0,1,0,1
chr1,25895458,25895711,2,"2,5",0,1,0,0,1
chr1,25906302,25906303,2,"2,5",0,1,0,0,1
chr1,25906303,25906607,3,"2,3,5",0,1,1,0,1
chr1,25906607,25906622,2,"2,5",0,1,0,0,1
chr1,25998154,25998158,2,"3,5",0,0,1,0,1
chr1,25998158,25998266,3,"2,3,5",0,1,1,0,1
chr1,25998266,25998458,4,"2,3,4,5",0,1,1,1,1
chr1,25998458,25998478,3,"2,4,5",0,1,0,1,1
chr1,25998478,25998499,2,"4,5",0,0,0,1,1
chr1,26070436,26070453,2,"3,5",0,0,1,0,1
chr1,26070453,26070523,3,"3,4,5",0,0,1,1,1
chr1,26070523,26070604,4,"2,3,4,5",0,1,1,1,1
chr1,26070604,26070717,3,"3,4,5",0,0,1,1,1
chr1,26070717,26070765,2,"3,5",0,0,1,0,1
chr1,26111582,26111902,2,"2,5",0,1,0,0,1
chr1,26161712,26161940,2,"3,5",0,0,1,0,1
chr1,26169712,26170032,2,"2,5",0,1,0,0,1
chr1,26201219,26201249,2,"3,5",0,0,1,0,1
chr1,26201249,26201523,3,"2,3,5",0,1,1,0,1
chr1,26201523,26201569,2,"2,5",0,1,0,0,1
chr1,26234051,26234063,2,"2,5",0,1,0,0,1
chr1,26234063,26234367,3,"2,3,5",0,1,1,0,1
chr1,26234367,26234371,2,"2,5",0,1,0,0,1
chr1,26275662,26275860,2,"2,5",0,1,0,0,1
chr1,26279897,26280168,2,"3,5",0,0,1,0,1
chr1,26284791,26284793,3,"2,4,5",0,1,0,1,1
chr1,26284793,26284962,4,"2,3,4,5",0,1,1,1,1
chr1,26284962,26285001,3,"2,3,5",0,1,1,0,1
chr1,26285001,26285069,2,"2,5",0,1,0,0,1
chr1,26287065,26287096,3,"2,4,5",0,1,0,1,1
chr1,26287096,26287322,4,"2,3,4,5",0,1,1,1,1
chr1,26287322,26287323,3,"2,3,5",0,1,1,0,1
chr1,26287323,26287348,2,"2,5",0,1,0,0,1
chr1,26472842,26472916,2,"3,5",0,0,1,0,1
chr1,26472916,26473146,3,"2,3,5",0,1,1,0,1
chr1,26473146,26473236,2,"2,5",0,1,0,0,1
chr1,26636531,26636803,3,"2,3,5",0,1,1,0,1
chr1,26636803,26636810,2,"2,5",0,1,0,0,1
chr1,26693025,26693078,2,"3,5",0,0,1,0,1
chr1,26693078,26693329,3,"2,3,5",0,1,1,0,1
chr1,26693329,26693339,2,"2,5",0,1,0,0,1
chr1,26695505,26695506,2,"2,5",0,1,0,0,1
chr1,26695506,26695810,3,"2,3,5",0,1,1,0,1
chr1,26695810,26695825,2,"2,5",0,1,0,0,1
chr1,26784030,26784074,2,"2,5",0,1,0,0,1
chr1,26784074,26784350,3,"2,3,5",0,1,1,0,1
chr1,26784350,26784373,2,"3,5",0,0,1,0,1
chr1,26786925,26786930,2,"4,5",0,0,0,1,1
chr1,26786930,26786931,3,"3,4,5",0,0,1,1,1
chr1,26786931,26787126,4,"2,3,4,5",0,1,1,1,1
chr1,26890193,26890434,2,"3,5",0,0,1,0,1
chr1,26921451,26921489,2,"2,5",0,1,0,0,1
chr1,27012866,27013170,2,"3,5",0,0,1,0,1
chr1,27074260,27074273,2,"2,5",0,1,0,0,1
chr1,27074273,27074517,4,"2,3,4,5",0,1,1,1,1
chr1,27074517,27074537,3,"2,4,5",0,1,0,1,1
chr1,27074537,27074567,2,"2,5",0,1,0,0,1
chr1,27234420,27234724,2,"3,5",0,0,1,0,1
chr1,27321996,27322300,2,"3,5",0,0,1,0,1
chr1,27365494,27365725,3,"2,3,5",0,1,1,0,1
chr1,27365725,27365777,2,"2,5",0,1,0,0,1
chr1,27392319,27392639,2,"2,5",0,1,0,0,1
chr1,27525540,27525772,3,"2,3,5",0,1,1,0,1
chr1,27525772,27525814,2,"2,5",0,1,0,0,1
chr1,27542563,27542594,2,"3,5",0,0,1,0,1
chr1,27542594,27542646,3,"2,3,5",0,1,1,0,1
chr1,27542646,27542910,4,"2,3,4,5",0,1,1,1,1
chr1,27542910,27542911,3,"2,3,5",0,1,1,0,1
chr1,27542911,27542914,2,"2,5",0,1,0,0,1
chr1,27725653,27725662,2,"3,5",0,0,1,0,1
chr1,27725662,27725957,3,"2,3,5",0,1,1,0,1
chr1,27725957,27725982,2,"2,5",0,1,0,0,1
chr1,27858101,27858377,2,"3,5",0,0,1,0,1
chr1,27979636,27979676,3,"2,4,5",0,1,0,1,1
chr1,27979676,27979871,4,"2,3,4,5",0,1,1,1,1
chr1,27979871,27979890,3,"2,4,5",0,1,0,1,1
chr1,27979890,27979919,2,"2,5",0,1,0,0,1
chr1,28088527,28088847,2,"2,5",0,1,0,0,1
chr1,28112815,28113056,2,"3,5",0,0,1,0,1
chr1,28259215,28259230,2,"2,5",0,1,0,0,1
chr1,28259230,28259328,3,"2,3,5",0,1,1,0,1
chr1,28259328,28259341,2,"2,5",0,1,0,0,1
chr1,28267082,28267190,2,"3,5",0,0,1,0,1
chr1,28328847,28328914,2,"3,5",0,0,1,0,1
chr1,28328914,28329048,3,"2,3,5",0,1,1,0,1
chr1,28329048,28329151,2,"3,5",0,0,1,0,1
chr1,28369527,28369656,2,"3,5",0,0,1,0,1
chr1,28369656,28369831,3,"2,3,5",0,1,1,0,1
chr1,28369831,28369976,2,"2,5",0,1,0,0,1
chr1,28505977,28506183,2,"3,5",0,0,1,0,1
chr1,28552777,28552819,2,"3,5",0,0,1,0,1
chr1,28552819,28553081,3,"2,3,5",0,1,1,0,1
chr1,28553081,28553139,2,"2,5",0,1,0,0,1
chr1,28581774,28581785,2,"2,5",0,1,0,0,1
chr1,28581785,28582089,3,"2,3,5",0,1,1,0,1
chr1,28582089,28582094,2,"2,5",0,1,0,0,1
chr1,28590070,28590349,3,"2,3,5",0,1,1,0,1
chr1,28590349,28590356,2,"2,5",0,1,0,0,1
chr1,28642885,28643019,2,"3,5",0,0,1,0,1
chr1,28643019,28643339,3,"2,3,5",0,1,1,0,1
chr1,28643339,28643383,2,"3,5",0,0,1,0,1
chr1,28648541,28648571,2,"2,5",0,1,0,0,1
chr1,28648571,28648692,3,"2,3,5",0,1,1,0,1
chr1,28648692,28648852,4,"2,3,4,5",0,1,1,1,1
chr1,28648852,28648875,3,"3,4,5",0,0,1,1,1
chr1,28648875,28648956,2,"4,5",0,0,0,1,1
chr1,28736660,28736980,2,"2,5",0,1,0,0,1
chr1,28882169,28882181,2,"2,5",0,1,0,0,1
chr1,28882181,28882429,3,"2,3,5",0,1,1,0,1
chr1,28883847,28883880,2,"3,5",0,0,1,0,1
chr1,28883880,28883918,3,"2,3,5",0,1,1,0,1
chr1,28883918,28884182,4,"2,3,4,5",0,1,1,1,1
chr1,28884182,28884200,3,"2,3,5",0,1,1,0,1
chr1,28884200,28884235,2,"3,5",0,0,1,0,1
chr1,28885019,28885231,4,"2,3,4,5",0,1,1,1,1
chr1,28885231,28885249,3,"3,4,5",0,0,1,1,1
chr1,28885249,28885260,2,"3,5",0,0,1,0,1
chr1,29156878,29156913,2,"3,5",0,0,1,0,1
chr1,29156913,29156919,3,"2,3,5",0,1,1,0,1
chr1,29156919,29157183,4,"2,3,4,5",0,1,1,1,1
chr1,29157183,29157196,3,"2,3,5",0,1,1,0,1
chr1,29157196,29157197,2,"3,5",0,0,1,0,1
chr1,29202821,29202852,2,"2,5",0,1,0,0,1
chr1,29202852,29202873,3,"2,4,5",0,1,0,1,1
chr1,29230931,29231166,2,"3,5",0,0,1,0,1
chr1,30824039,30824301,3,"2,3,5",0,1,1,0,1
chr1,30824301,30824352,2,"2,5",0,1,0,0,1
chr1,30872171,30872191,2,"2,5",0,1,0,0,1
chr1,30872191,30872488,3,"2,3,5",0,1,1,0,1
chr1,30872488,30872495,2,"3,5",0,0,1,0,1
chr1,30919100,30919373,2,"3,5",0,0,1,0,1
chr1,30919463,30919721,2,"2,5",0,1,0,0,1
chr1,31085082,31085090,2,"2,5",0,1,0,0,1
chr1,31085090,31085394,3,"2,3,5",0,1,1,0,1
chr1,31085394,31085402,2,"2,5",0,1,0,0,1
chr1,31170815,31170892,2,"2,5",0,1,0,0,1
chr1,31170892,31171135,3,"2,3,5",0,1,1,0,1
chr1,31171135,31171196,2,"3,5",0,0,1,0,1
chr1,31296864,31297168,2,"3,5",0,0,1,0,1
chr1,31938414,31938465,2,"3,5",0,0,1,0,1
chr1,31938465,31938718,3,"3,4,5",0,0,1,1,1
chr1,31938718,31938729,2,"4,5",0,0,0,1,1
chr1,32013398,32013718,2,"2,5",0,1,0,0,1
chr1,32072824,32073128,2,"3,5",0,0,1,0,1
chr1,32107869,32108140,2,"2,5",0,1,0,0,1
chr1,32222215,32222232,2,"3,5",0,0,1,0,1
chr1,32394540,32394573,2,"2,5",0,1,0,0,1
chr1,32394573,32394860,3,"2,3,5",0,1,1,0,1
chr1,32394860,32394877,2,"3,5",0,0,1,0,1
chr1,32650342,32650572,2,"3,5",0,0,1,0,1
chr1,32650862,32651069,2,"2,5",0,1,0,0,1
chr1,32712201,32712257,2,"2,5",0,1,0,0,1
chr1,32712257,32712561,3,"2,3,5",0,1,1,0,1
chr1,32712561,32712637,2,"2,5",0,1,0,0,1
chr1,32725173,32725263,2,"2,5",0,1,0,0,1
chr1,32725263,32725409,3,"2,3,5",0,1,1,0,1
chr1,32725409,32725479,2,"2,5",0,1,0,0,1
chr1,32817282,32817319,2,"2,5",0,1,0,0,1
chr1,32817319,32817437,3,"2,3,5",0,1,1,0,1
chr1,32817437,32817469,2,"3,5",0,0,1,0,1
chr1,33009627,33009719,2,"2,5",0,1,0,0,1
chr1,33009719,33009841,3,"2,3,5",0,1,1,0,1
chr1,33009841,33009883,2,"2,5",0,1,0,0,1
chr1,33472398,33472702,2,"3,5",0,0,1,0,1
chr1,34852698,34853002,2,"3,5",0,0,1,0,1
chr1,34859756,34859758,2,"2,5",0,1,0,0,1
chr1,34859758,34860003,3,"2,3,5",0,1,1,0,1
chr1,35268488,35268808,2,"2,5",0,1,0,0,1
chr1,35557824,35557909,2,"2,5",0,1,0,0,1
chr1,35882960,35883280,2,"2,5",0,1,0,0,1
chr1,36088672,36088687,2,"2,5",0,1,0,0,1
chr1,36088687,36088953,3,"2,3,5",0,1,1,0,1
chr1,36088953,36088991,2,"3,5",0,0,1,0,1
chr1,36149526,36149830,2,"3,5",0,0,1,0,1
chr1,36150859,36151117,2,"3,5",0,0,1,0,1
chr1,36155763,36155865,2,"2,5",0,1,0,0,1
chr1,36188216,36188481,2,"3,5",0,0,1,0,1
chr1,36224047,36224466,2,"2,5",0,1,0,0,1
chr1,36224466,36224643,3,"2,3,5",0,1,1,0,1
chr1,36224643,36224770,2,"3,5",0,0,1,0,1
chr1,36248342,36248359,2,"3,5",0,0,1,0,1
chr1,36248359,36248646,3,"2,3,5",0,1,1,0,1
chr1,36248646,36248656,2,"2,5",0,1,0,0,1
chr1,36321145,36321160,2,"3,5",0,0,1,0,1
chr1,36321160,36321449,3,"2,3,5",0,1,1,0,1
chr1,36321449,36321856,2,"2,5",0,1,0,0,1
chr1,36386514,36386525,2,"2,5",0,1,0,0,1
chr1,36386525,36386726,3,"2,3,5",0,1,1,0,1
chr1,36386726,36386743,2,"2,5",0,1,0,0,1
chr1,36420833,36421117,2,"2,5",0,1,0,0,1
chr1,36464260,36464268,2,"2,5",0,1,0,0,1
chr1,36464268,36464571,3,"2,3,5",0,1,1,0,1
chr1,36464571,36464572,2,"3,5",0,0,1,0,1
chr1,37690586,37690658,2,"2,5",0,1,0,0,1
