chrom,start,end,num,list,ENCFF204CDB_ESRRA_sorted.bed,ENCFF640LUD_ESRRA_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr1,23959160,23959618,3,"1,2,3",1,1,1
chr1,23959618,23959660,2,"1,3",1,0,1
chr1,24120161,24120681,2,"2,3",0,1,1
chr1,24150502,24150990,2,"2,3",0,1,1
chr1,24541046,24541299,2,"2,3",0,1,1
chr1,24567879,24568350,2,"1,3",1,0,1
chr1,25232191,25232909,2,"2,3",0,1,1
chr1,25239606,25240421,2,"2,3",0,1,1
chr1,25338366,25338959,2,"1,3",1,0,1
chr1,25430096,25430596,2,"1,3",1,0,1
chr1,25616150,25616497,2,"1,3",1,0,1
chr1,25819796,25819807,2,"2,3",0,1,1
chr1,25819807,25820307,3,"1,2,3",1,1,1
chr1,25820307,25820546,2,"2,3",0,1,1
chr1,25875222,25875425,2,"1,3",1,0,1
chr1,25875425,25875722,3,"1,2,3",1,1,1
chr1,25875722,25875945,2,"2,3",0,1,1
chr1,25998004,25998114,2,"2,3",0,1,1
chr1,25998114,25998411,3,"1,2,3",1,1,1
chr1,26018692,26018941,2,"2,3",0,1,1
chr1,26035942,26036281,2,"2,3",0,1,1
chr1,26169664,26169803,2,"1,3",1,0,1
chr1,26169803,26170164,3,"1,2,3",1,1,1
chr1,26170164,26170323,2,"2,3",0,1,1
chr1,26225021,26225672,3,"1,2,3",1,1,1
chr1,26225672,26225795,2,"2,3",0,1,1
chr1,26233622,26233933,3,"1,2,3",1,1,1
chr1,26233933,26234067,2,"2,3",0,1,1
chr1,26351634,26352040,3,"1,2,3",1,1,1
chr1,26352040,26352063,2,"2,3",0,1,1
chr1,26432012,26432398,2,"2,3",0,1,1
chr1,26556005,26556378,2,"1,3",1,0,1
chr1,26695303,26695812,2,"2,3",0,1,1
chr1,26783990,26784092,2,"2,3",0,1,1
chr1,26784092,26784482,3,"1,2,3",1,1,1
chr1,26831707,26832207,2,"1,3",1,0,1
chr1,26889831,26889891,2,"1,3",1,0,1
chr1,26889891,26890331,3,"1,2,3",1,1,1
chr1,26890331,26890411,2,"2,3",0,1,1
chr1,26900076,26900596,2,"2,3",0,1,1
chr1,26910481,26910549,2,"2,3",0,1,1
chr1,26910549,26910896,3,"1,2,3",1,1,1
chr1,26913864,26913992,2,"2,3",0,1,1
chr1,26913992,26914492,3,"1,2,3",1,1,1
chr1,26914492,26914587,2,"2,3",0,1,1
chr1,26946997,26947376,3,"1,2,3",1,1,1
chr1,26993611,26993661,2,"2,3",0,1,1
chr1,26993661,26994034,3,"1,2,3",1,1,1
chr1,26997681,26998002,2,"2,3",0,1,1
chr1,27003980,27004424,2,"2,3",0,1,1
chr1,27234171,27234474,2,"1,3",1,0,1
chr1,27322043,27322563,2,"2,3",0,1,1
chr1,27392256,27392756,2,"1,3",1,0,1
chr1,27522390,27522506,2,"1,3",1,0,1
chr1,27522613,27522734,2,"1,3",1,0,1
chr1,27607305,27607307,2,"2,3",0,1,1
chr1,27607307,27607807,3,"1,2,3",1,1,1
chr1,27607807,27607825,2,"2,3",0,1,1
chr1,28369505,28369952,2,"1,3",1,0,1
chr1,28369952,28370235,3,"1,2,3",1,1,1
chr1,28370235,28370472,2,"2,3",0,1,1
chr1,28505680,28506161,2,"1,3",1,0,1
chr1,28518462,28518633,2,"2,3",0,1,1
chr1,28552585,28553433,2,"1,3",1,0,1
chr1,28581580,28582080,2,"1,3",1,0,1
chr1,28648029,28648404,2,"2,3",0,1,1
chr1,28648404,28648447,3,"1,2,3",1,1,1
chr1,28648541,28649129,2,"1,3",1,0,1
chr1,28736423,28736490,2,"2,3",0,1,1
chr1,28736490,28736943,3,"1,2,3",1,1,1
chr1,28736943,28737211,2,"1,3",1,0,1
chr1,29238455,29238629,2,"1,3",1,0,1
chr1,30718500,30718929,2,"1,3",1,0,1
chr1,30718929,30719000,3,"1,2,3",1,1,1
chr1,30719000,30719147,2,"2,3",0,1,1
chr1,30847566,30847588,2,"2,3",0,1,1
chr1,30847588,30847881,3,"1,2,3",1,1,1
chr1,31296817,31297317,2,"1,3",1,0,1
chr1,31373560,31373949,2,"1,3",1,0,1
chr1,31434342,31434794,2,"1,3",1,0,1
chr1,31509149,31509157,2,"1,3",1,0,1
chr1,31509157,31509649,3,"1,2,3",1,1,1
chr1,31509649,31509677,2,"2,3",0,1,1
chr1,31644456,31645155,2,"1,3",1,0,1
chr1,31938428,31938431,2,"1,3",1,0,1
chr1,31938431,31938778,3,"1,2,3",1,1,1
chr1,32013333,32013846,2,"2,3",0,1,1
chr1,32108521,32108871,2,"2,3",0,1,1
chr1,32179656,32180156,2,"1,3",1,0,1
chr1,32249930,32249982,2,"2,3",0,1,1
chr1,32249982,32250482,3,"1,2,3",1,1,1
chr1,32250482,32250658,2,"2,3",0,1,1
chr1,32291964,32292330,2,"1,3",1,0,1
chr1,32352129,32352187,2,"1,3",1,0,1
chr1,32352187,32352393,3,"1,2,3",1,1,1
chr1,32394155,32394459,2,"1,3",1,0,1
chr1,32394459,32394655,3,"1,2,3",1,1,1
chr1,32394655,32394979,2,"2,3",0,1,1
chr1,32400878,32401256,3,"1,2,3",1,1,1
chr1,32401256,32401473,2,"1,3",1,0,1
chr1,32650886,32651629,2,"1,3",1,0,1
chr1,32712215,32712634,2,"1,3",1,0,1
chr1,32716653,32716986,2,"2,3",0,1,1
chr1,32737229,32737708,2,"1,3",1,0,1
chr1,32817143,32817663,2,"2,3",0,1,1
chr1,32817827,32818327,2,"1,3",1,0,1
chr1,33342235,33342742,2,"2,3",0,1,1
chr1,33350111,33350200,2,"1,3",1,0,1
chr1,34859524,34859722,2,"1,3",1,0,1
chr1,34859722,34860024,3,"1,2,3",1,1,1
chr1,34860024,34860239,2,"2,3",0,1,1
chr1,35268586,35269086,2,"1,3",1,0,1
chr1,35557331,35557851,2,"2,3",0,1,1
chr1,36088483,36089190,2,"1,3",1,0,1
chr1,36149290,36149810,2,"2,3",0,1,1
chr1,36224137,36224637,2,"1,3",1,0,1
chr1,36240036,36240165,2,"2,3",0,1,1
chr1,36240165,36240556,3,"1,2,3",1,1,1
chr1,36240556,36240665,2,"1,3",1,0,1
chr1,36464103,36464125,2,"2,3",0,1,1
chr1,36464125,36464623,3,"1,2,3",1,1,1
chr1,36464623,36464625,2,"1,3",1,0,1
chr1,37723586,37723626,2,"2,3",0,1,1
chr1,37723626,37723880,3,"1,2,3",1,1,1
chr1,37793737,37793779,2,"1,3",1,0,1
chr1,37989886,37990381,2,"2,3",0,1,1
chr1,39025879,39026379,2,"1,3",1,0,1
chr1,39566602,39567136,2,"2,3",0,1,1
chr1,40161122,40161642,2,"2,3",0,1,1
chr1,40257853,40258373,2,"2,3",0,1,1
chr1,40374379,40374693,2,"1,3",1,0,1
chr1,40449862,40450382,2,"2,3",0,1,1
chr1,40531422,40531796,2,"2,3",0,1,1
chr1,40531796,40531942,3,"1,2,3",1,1,1
chr1,40531942,40532151,2,"1,3",1,0,1
chr1,40691680,40692200,2,"2,3",0,1,1
chr1,40758588,40759032,2,"1,3",1,0,1
chr1,40774012,40774350,2,"1,3",1,0,1
chr1,40939682,40940108,2,"2,3",0,1,1
chr1,40979510,40980129,2,"1,3",1,0,1
chr1,41241300,41241626,2,"2,3",0,1,1
chr1,41242218,41242411,2,"2,3",0,1,1
chr1,41476726,41477087,2,"1,3",1,0,1
chr1,42380357,42380569,2,"1,3",1,0,1
chr1,42456448,42456548,2,"2,3",0,1,1
chr1,42456548,42456968,3,"1,2,3",1,1,1
chr1,42456968,42457048,2,"1,3",1,0,1
chr1,42740270,42740624,2,"1,3",1,0,1
chr1,42766542,42766881,2,"1,3",1,0,1
chr1,42846397,42846897,2,"1,3",1,0,1
chr1,43172212,43172807,2,"2,3",0,1,1
chr1,43349065,43349565,2,"1,3",1,0,1
chr1,43367678,43368178,2,"1,3",1,0,1
chr1,43389445,43389622,2,"1,3",1,0,1
chr1,43389622,43389939,3,"1,2,3",1,1,1
chr1,43389939,43390142,2,"2,3",0,1,1
chr1,43707081,43707496,2,"1,3",1,0,1
chr1,43707688,43708134,2,"1,3",1,0,1
chr1,43936534,43937026,2,"1,3",1,0,1
chr1,43946264,43946973,2,"2,3",0,1,1
chr1,43978579,43979010,2,"1,3",1,0,1
chr1,43991704,43992204,2,"1,3",1,0,1
chr1,44213236,44213725,2,"1,3",1,0,1
chr1,44739359,44740081,2,"2,3",0,1,1
chr1,44775288,44775673,2,"1,3",1,0,1
chr1,44775673,44775788,3,"1,2,3",1,1,1
chr1,44775788,44775930,2,"2,3",0,1,1
chr1,44784066,44784526,2,"1,3",1,0,1
chr1,44799737,44800257,2,"2,3",0,1,1
chr1,44807225,44807373,2,"2,3",0,1,1
chr1,44807373,44807745,3,"1,2,3",1,1,1
chr1,44807745,44807873,2,"1,3",1,0,1
chr1,44819734,44820115,2,"2,3",0,1,1
chr1,44820115,44820254,3,"1,2,3",1,1,1
chr1,44820254,44820615,2,"1,3",1,0,1
chr1,44826868,44827595,2,"1,3",1,0,1
chr1,44986280,44986780,2,"1,3",1,0,1
chr1,45339925,45340445,2,"2,3",0,1,1
chr1,45499876,45500481,2,"1,3",1,0,1
chr1,45550602,45551122,2,"2,3",0,1,1
chr1,45658184,45658466,3,"1,2,3",1,1,1
chr1,46132494,46132994,2,"1,3",1,0,1
chr1,46183155,46183563,3,"1,2,3",1,1,1
chr1,46183563,46183606,2,"2,3",0,1,1
chr1,46198405,46198862,2,"1,3",1,0,1
chr1,46394103,46394600,2,"2,3",0,1,1
chr1,46616465,46617021,2,"2,3",0,1,1
chr1,47436908,47437408,2,"1,3",1,0,1
chr1,48222587,48223087,2,"1,3",1,0,1
chr1,50332933,50333433,2,"1,3",1,0,1
chr1,50959993,50960093,2,"1,3",1,0,1
chr1,50960093,50960493,3,"1,2,3",1,1,1
chr1,50960493,50960613,2,"2,3",0,1,1
chr1,50969281,50969623,2,"1,3",1,0,1
chr1,51235959,51237035,2,"1,3",1,0,1
chr1,52037422,52037884,2,"2,3",0,1,1
chr1,52055217,52055717,2,"1,3",1,0,1
chr1,52141790,52142290,2,"1,3",1,0,1
chr1,52404493,52405013,2,"2,3",0,1,1
chr1,52702922,52703129,2,"2,3",0,1,1
chr1,52703129,52703440,3,"1,2,3",1,1,1
chr1,52703440,52703629,2,"1,3",1,0,1
chr1,52921316,52921925,2,"1,3",1,0,1
chr1,52926921,52927622,2,"2,3",0,1,1
chr1,53089572,53090050,2,"1,3",1,0,1
chr1,53121622,53122110,2,"1,3",1,0,1
chr1,53183358,53183858,2,"1,3",1,0,1
chr1,53196223,53196475,3,"1,2,3",1,1,1
chr1,53196592,53196612,3,"1,2,3",1,1,1
chr1,53196612,53196865,2,"1,3",1,0,1
chr1,53220279,53220799,2,"2,3",0,1,1
chr1,53238355,53238875,2,"2,3",0,1,1
chr1,53838002,53838522,2,"2,3",0,1,1
chr1,53945875,53945883,2,"1,3",1,0,1
chr1,53945883,53946403,3,"1,2,3",1,1,1
chr1,53946403,53946609,2,"1,3",1,0,1
chr1,54649017,54649752,2,"2,3",0,1,1
chr1,54887084,54887332,2,"1,3",1,0,1
chr1,54888123,54888553,2,"1,3",1,0,1
chr1,56494363,56494773,2,"2,3",0,1,1
chr1,56818712,56819167,2,"1,3",1,0,1
chr1,58783701,58784290,2,"1,3",1,0,1
chr1,58885394,58885456,2,"1,3",1,0,1
chr1,58885456,58885589,3,"1,2,3",1,1,1
chr1,58885589,58885639,2,"1,3",1,0,1
chr1,59296393,59296745,3,"1,2,3",1,1,1
chr1,59296745,59296856,2,"1,3",1,0,1
chr1,59814743,59815450,2,"1,3",1,0,1
chr1,62237870,62238317,3,"1,2,3",1,1,1
chr1,62238317,62238341,2,"1,3",1,0,1
chr1,62241584,62242097,2,"1,3",1,0,1
chr1,62436509,62437272,2,"2,3",0,1,1
chr1,63367549,63368049,2,"1,3",1,0,1
chr1,63523017,63523537,2,"2,3",0,1,1
chr1,63593042,63593456,2,"1,3",1,0,1
chr1,63773639,63774136,2,"2,3",0,1,1
chr1,64744464,64744918,2,"1,3",1,0,1
chr1,64966411,64966931,2,"2,3",0,1,1
chr1,65158511,65158978,2,"2,3",0,1,1
chr1,66542947,66543377,2,"2,3",0,1,1
chr1,66543377,66543383,3,"1,2,3",1,1,1
chr1,67534512,67534549,2,"1,3",1,0,1
chr1,67534549,67535012,3,"1,2,3",1,1,1
chr1,67535012,67535069,2,"2,3",0,1,1
chr1,67552303,67552848,2,"2,3",0,1,1
chr1,67700644,67701139,2,"2,3",0,1,1
chr1,70221195,70221665,2,"1,3",1,0,1
chr1,70354472,70354992,2,"2,3",0,1,1
chr1,75723973,75724596,2,"1,3",1,0,1
chr1,77978798,77979124,2,"1,3",1,0,1
chr1,84505626,84505714,2,"2,3",0,1,1
chr1,84506499,84506871,2,"2,3",0,1,1
chr1,85276176,85276676,2,"1,3",1,0,1
chr1,86704306,86704600,2,"2,3",0,1,1
chr1,86704600,86705100,3,"1,2,3",1,1,1
chr1,86705100,86705465,2,"2,3",0,1,1
chr1,86792931,86792999,2,"2,3",0,1,1
chr1,86792999,86793499,3,"1,2,3",1,1,1
chr1,86793499,86793571,2,"2,3",0,1,1
chr1,88683971,88684677,2,"1,3",1,0,1
chr1,89821677,89821985,2,"2,3",0,1,1
chr1,89942914,89943414,2,"1,3",1,0,1
chr1,90850855,90851571,2,"1,3",1,0,1
chr1,91500558,91501058,2,"1,3",1,0,1
chr1,92298584,92299084,2,"1,3",1,0,1
chr1,92484700,92484762,2,"1,3",1,0,1
chr1,92504824,92504972,2,"2,3",0,1,1
chr1,92504972,92505472,3,"1,2,3",1,1,1
chr1,92505472,92505543,2,"2,3",0,1,1
chr1,92831740,92831758,2,"2,3",0,1,1
chr1,92831758,92832260,3,"1,2,3",1,1,1
chr1,92832260,92832461,2,"1,3",1,0,1
chr1,93078952,93078957,2,"1,3",1,0,1
chr1,93078957,93079477,3,"1,2,3",1,1,1
chr1,93079477,93079612,2,"1,3",1,0,1
chr1,93179601,93179756,2,"1,3",1,0,1
chr1,93179969,93180489,2,"2,3",0,1,1
chr1,93345585,93345822,2,"2,3",0,1,1
chr1,93345822,93346105,3,"1,2,3",1,1,1
chr1,93346105,93346322,2,"1,3",1,0,1
chr1,93585131,93585640,2,"2,3",0,1,1
chr1,93591756,93591777,2,"2,3",0,1,1
chr1,93591777,93592277,3,"1,2,3",1,1,1
chr1,93592277,93592476,2,"2,3",0,1,1
chr1,93847188,93847708,2,"2,3",0,1,1
chr1,94237908,94238023,2,"1,3",1,0,1
chr1,94418026,94418795,2,"1,3",1,0,1
chr1,94926399,94927514,2,"1,3",1,0,1
chr1,95122167,95122643,3,"1,2,3",1,1,1
chr1,95122643,95122746,2,"1,3",1,0,1
chr1,95233505,95234356,2,"2,3",0,1,1
chr1,99645976,99646476,2,"1,3",1,0,1
chr1,99849850,99849894,2,"1,3",1,0,1
chr1,99849894,99850350,3,"1,2,3",1,1,1
chr1,99850350,99850414,2,"2,3",0,1,1
chr1,99969686,99969716,2,"1,3",1,0,1
chr1,99969716,99970236,3,"1,2,3",1,1,1
chr1,99970236,99970390,2,"1,3",1,0,1
chr1,103525631,103526151,2,"2,3",0,1,1
chr1,108692092,108692592,2,"1,3",1,0,1
chr1,108746374,108746912,2,"2,3",0,1,1
chr1,108876652,108877357,2,"1,3",1,0,1
chr1,109090177,109091135,2,"2,3",0,1,1
chr1,109099949,109099971,2,"2,3",0,1,1
chr1,109099971,109100469,3,"1,2,3",1,1,1
chr1,109100469,109100471,2,"1,3",1,0,1
chr1,109282973,109283493,2,"2,3",0,1,1
chr1,109299238,109299758,2,"2,3",0,1,1
chr1,109392872,109393291,2,"2,3",0,1,1
chr1,109548380,109548793,2,"2,3",0,1,1
chr1,109655844,109655968,2,"2,3",0,1,1
chr1,109655968,109656569,3,"1,2,3",1,1,1
chr1,109656569,109656591,2,"1,3",1,0,1
chr1,109823818,109824249,3,"1,2,3",1,1,1
chr1,109824249,109824284,2,"2,3",0,1,1
chr1,109882606,109883126,2,"2,3",0,1,1
chr1,109984299,109985005,2,"2,3",0,1,1
chr1,110338273,110338311,2,"2,3",0,1,1
chr1,110338311,110338811,3,"1,2,3",1,1,1
chr1,110338811,110338893,2,"2,3",0,1,1
chr1,110339317,110339521,2,"1,3",1,0,1
chr1,110407460,110407476,2,"2,3",0,1,1
chr1,110407476,110407976,3,"1,2,3",1,1,1
chr1,110407976,110407980,2,"2,3",0,1,1
chr1,110963244,110963536,2,"2,3",0,1,1
chr1,111045252,111045654,2,"1,3",1,0,1
chr1,111535656,111535721,2,"2,3",0,1,1
chr1,111535721,111536176,3,"1,2,3",1,1,1
chr1,111536176,111536200,2,"1,3",1,0,1
chr1,111755497,111756017,2,"2,3",0,1,1
chr1,112619059,112619403,2,"2,3",0,1,1
chr1,112619581,112620027,2,"2,3",0,1,1
chr1,112955814,112956269,2,"1,3",1,0,1
chr1,112956269,112956314,3,"1,2,3",1,1,1
chr1,112956314,112956789,2,"2,3",0,1,1
chr1,113759364,113760070,2,"1,3",1,0,1
chr1,113904991,113905449,2,"1,3",1,0,1
chr1,113928967,113929691,2,"2,3",0,1,1
chr1,115642238,115643009,2,"1,3",1,0,1
chr1,116372958,116373458,2,"1,3",1,0,1
chr1,116433471,116433991,2,"2,3",0,1,1
chr1,116485077,116485101,2,"1,3",1,0,1
chr1,116485101,116485577,3,"1,2,3",1,1,1
chr1,116485577,116485581,2,"2,3",0,1,1
chr1,116489359,116489436,2,"2,3",0,1,1
chr1,116489436,116489706,3,"1,2,3",1,1,1
chr1,116509016,116509034,2,"1,3",1,0,1
chr1,116509034,116509516,3,"1,2,3",1,1,1
chr1,116509516,116509554,2,"2,3",0,1,1
chr1,117929280,117930016,2,"2,3",0,1,1
chr1,119140141,119140887,2,"2,3",0,1,1
chr1,119341347,119341397,2,"2,3",0,1,1
chr1,145714753,145715120,2,"1,3",1,0,1
chr1,145721003,145721523,2,"2,3",0,1,1
chr1,145823642,145824362,2,"2,3",0,1,1
chr1,145918558,145918973,2,"2,3",0,1,1
chr1,145927246,145927766,2,"2,3",0,1,1
chr1,145960481,145960963,2,"2,3",0,1,1
