chrom,start,end,num,list,ENCFF445KZL_ELK1_sorted.bed,ENCFF870ZGY_ELK1_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr1,44674286,44674676,2,"1,3",1,0,1
chr1,44800227,44800617,2,"1,3",1,0,1
chr1,45339872,45340465,2,"1,3",1,0,1
chr1,45500010,45500400,2,"1,3",1,0,1
chr1,46132716,46133106,2,"1,3",1,0,1
chr1,46303433,46303823,2,"1,3",1,0,1
chr1,46340635,46341229,2,"1,3",1,0,1
chr1,46394332,46394404,2,"2,3",0,1,1
chr1,46394404,46394562,3,"1,2,3",1,1,1
chr1,46394562,46394636,2,"2,3",0,1,1
chr1,46616729,46616804,2,"1,3",1,0,1
chr1,46616804,46617102,3,"1,2,3",1,1,1
chr1,47179135,47179158,2,"1,3",1,0,1
chr1,47179158,47179462,3,"1,2,3",1,1,1
chr1,47179462,47179525,2,"1,3",1,0,1
chr1,47192896,47193252,2,"1,3",1,0,1
chr1,50960129,50960519,2,"1,3",1,0,1
chr1,52033607,52033936,2,"1,3",1,0,1
chr1,52141853,52142243,2,"1,3",1,0,1
chr1,52365997,52366387,2,"1,3",1,0,1
chr1,52921513,52921903,2,"1,3",1,0,1
chr1,53196685,53196701,2,"2,3",0,1,1
chr1,53196701,53196897,3,"1,2,3",1,1,1
chr1,53196897,53196989,2,"2,3",0,1,1
chr1,53220133,53220198,2,"2,3",0,1,1
chr1,53220198,53220369,3,"1,2,3",1,1,1
chr1,53220369,53220424,2,"2,3",0,1,1
chr1,53238411,53238440,2,"2,3",0,1,1
chr1,53238440,53238715,3,"1,2,3",1,1,1
chr1,53238715,53238761,2,"1,3",1,0,1
chr1,53838176,53838566,2,"1,3",1,0,1
chr1,54053228,54053618,2,"1,3",1,0,1
chr1,54764465,54764544,2,"1,3",1,0,1
chr1,54764544,54764848,3,"1,2,3",1,1,1
chr1,54764848,54764855,2,"1,3",1,0,1
chr1,55215246,55215636,2,"1,3",1,0,1
chr1,58784383,58784481,2,"1,3",1,0,1
chr1,58784481,58784760,3,"1,2,3",1,1,1
chr1,62436197,62436587,2,"1,3",1,0,1
chr1,62783817,62784207,2,"1,3",1,0,1
chr1,63523043,63523433,2,"1,3",1,0,1
chr1,66925072,66925323,2,"1,3",1,0,1
chr1,66930117,66930507,2,"1,3",1,0,1
chr1,71081165,71081492,2,"1,3",1,0,1
chr1,74198020,74198558,2,"1,3",1,0,1
chr1,84077759,84078149,2,"1,3",1,0,1
chr1,84479129,84479654,2,"1,3",1,0,1
chr1,85259498,85259888,2,"1,3",1,0,1
chr1,85276487,85276730,2,"1,3",1,0,1
chr1,85276730,85276915,3,"1,2,3",1,1,1
chr1,85276915,85276933,2,"1,3",1,0,1
chr1,85576910,85576922,2,"1,3",1,0,1
chr1,85576922,85577166,3,"1,2,3",1,1,1
chr1,85577166,85577422,2,"1,3",1,0,1
chr1,89821217,89821607,2,"1,3",1,0,1
chr1,93180368,93180758,2,"1,3",1,0,1
chr1,93878999,93879389,2,"1,3",1,0,1
chr1,99849914,99850304,2,"1,3",1,0,1
chr1,100132899,100133289,2,"1,3",1,0,1
chr1,100894723,100895112,2,"1,3",1,0,1
chr1,100895878,100895990,2,"1,3",1,0,1
chr1,100895990,100896294,3,"1,2,3",1,1,1
chr1,100896294,100896467,2,"1,3",1,0,1
chr1,108200233,108200307,2,"2,3",0,1,1
chr1,108200307,108200534,3,"1,2,3",1,1,1
chr1,108200534,108200537,2,"2,3",0,1,1
chr1,108746396,108746786,2,"1,3",1,0,1
chr1,109089268,109089561,2,"1,3",1,0,1
chr1,109099972,109099982,2,"1,3",1,0,1
chr1,109099982,109100286,3,"1,2,3",1,1,1
chr1,109100286,109100561,2,"1,3",1,0,1
chr1,109213666,109213688,2,"1,3",1,0,1
chr1,109213688,109213992,3,"1,2,3",1,1,1
chr1,109213992,109214255,2,"1,3",1,0,1
chr1,109283118,109283139,2,"1,3",1,0,1
chr1,109283139,109283340,3,"1,2,3",1,1,1
chr1,109283340,109283443,2,"2,3",0,1,1
chr1,109532304,109532912,2,"1,3",1,0,1
chr1,109548375,109548674,3,"1,2,3",1,1,1
chr1,109548674,109548725,2,"1,3",1,0,1
chr1,110407576,110407596,2,"1,3",1,0,1
chr1,110407596,110407900,3,"1,2,3",1,1,1
chr1,110407900,110407966,2,"1,3",1,0,1
chr1,110963747,110964085,2,"1,3",1,0,1
chr1,111755449,111755839,2,"1,3",1,0,1
chr1,112395922,112396186,3,"1,2,3",1,1,1
chr1,112396186,112396243,2,"1,3",1,0,1
chr1,112619554,112619579,2,"1,3",1,0,1
chr1,112619579,112619883,3,"1,2,3",1,1,1
chr1,112619883,112619944,2,"1,3",1,0,1
chr1,116418331,116418397,2,"2,3",0,1,1
chr1,116418397,116418635,3,"1,2,3",1,1,1
chr1,116418635,116418787,2,"1,3",1,0,1
chr1,117929474,117929864,2,"1,3",1,0,1
chr1,144411971,144412361,2,"1,3",1,0,1
chr1,144551776,144552166,2,"1,3",1,0,1
chr1,145280484,145280874,2,"1,3",1,0,1
chr1,145281101,145281491,2,"1,3",1,0,1
chr1,145823852,145824242,2,"1,3",1,0,1
chr1,145859648,145860038,2,"1,3",1,0,1
chr1,145891859,145892249,2,"1,3",1,0,1
chr1,145918720,145919110,2,"1,3",1,0,1
chr1,145919500,145919890,2,"1,3",1,0,1
chr1,145927454,145927459,2,"2,3",0,1,1
chr1,145927459,145927758,3,"1,2,3",1,1,1
chr1,145927758,145927783,2,"1,3",1,0,1
chr1,145964344,145964938,2,"1,3",1,0,1
chr1,145996598,145996988,2,"1,3",1,0,1
chr1,146013127,146013491,2,"1,3",1,0,1
chr1,146387069,146387104,2,"1,3",1,0,1
chr1,146938179,146938227,2,"2,3",0,1,1
chr1,146938227,146938419,3,"1,2,3",1,1,1
chr1,146938419,146938475,2,"2,3",0,1,1
chr1,147172503,147172779,2,"2,3",0,1,1
chr1,147172779,147172807,3,"1,2,3",1,1,1
chr1,147172807,147173014,2,"1,3",1,0,1
chr1,147173014,147173318,3,"1,2,3",1,1,1
chr1,147173318,147173359,2,"1,3",1,0,1
chr1,147242341,147242431,2,"1,3",1,0,1
chr1,147242431,147242671,3,"1,2,3",1,1,1
chr1,147242671,147242735,2,"2,3",0,1,1
chr1,147699890,147700280,2,"1,3",1,0,1
chr1,148152145,148152188,2,"2,3",0,1,1
chr1,148152188,148152410,3,"1,2,3",1,1,1
chr1,148152410,148152449,2,"2,3",0,1,1
chr1,148334724,148335114,2,"1,3",1,0,1
chr1,148388516,148388906,2,"1,3",1,0,1
chr1,149740319,149740709,2,"1,3",1,0,1
chr1,149812136,149812526,2,"1,3",1,0,1
chr1,149886879,149887239,2,"1,3",1,0,1
chr1,149887730,149888366,2,"1,3",1,0,1
chr1,149899414,149899804,2,"1,3",1,0,1
chr1,149927686,149927751,2,"2,3",0,1,1
chr1,149927751,149927990,3,"1,2,3",1,1,1
chr1,149927990,149928064,2,"1,3",1,0,1
chr1,149928133,149928229,2,"1,3",1,0,1
chr1,149939064,149939625,2,"1,3",1,0,1
chr1,150067395,150067576,2,"1,3",1,0,1
chr1,150067576,150067880,3,"1,2,3",1,1,1
chr1,150067880,150067984,2,"1,3",1,0,1
chr1,150213486,150213540,2,"2,3",0,1,1
chr1,150213540,150213703,3,"1,2,3",1,1,1
chr1,150213703,150213790,2,"2,3",0,1,1
chr1,150268893,150269283,2,"1,3",1,0,1
chr1,150282022,150282095,2,"1,3",1,0,1
chr1,150282095,150282399,3,"1,2,3",1,1,1
chr1,150282399,150282412,2,"1,3",1,0,1
chr1,150293729,150293751,2,"2,3",0,1,1
chr1,150293751,150294033,3,"1,2,3",1,1,1
chr1,150294033,150294264,2,"1,3",1,0,1
chr1,150321352,150321436,2,"2,3",0,1,1
chr1,150321436,150321574,3,"1,2,3",1,1,1
chr1,150321574,150321656,2,"2,3",0,1,1
chr1,150487103,150487493,2,"1,3",1,0,1
chr1,150515559,150516156,2,"1,3",1,0,1
chr1,150561010,150561400,2,"1,3",1,0,1
chr1,150562162,150562354,2,"1,3",1,0,1
chr1,150568155,150568545,2,"1,3",1,0,1
chr1,150579339,150579518,2,"1,3",1,0,1
chr1,150579518,150579852,3,"1,2,3",1,1,1
chr1,150579852,150579977,2,"1,3",1,0,1
chr1,150876685,150877277,2,"1,3",1,0,1
chr1,150926214,150926248,2,"2,3",0,1,1
chr1,150926248,150926518,3,"1,2,3",1,1,1
chr1,150926518,150926739,2,"1,3",1,0,1
chr1,151008128,151008720,2,"1,3",1,0,1
chr1,151048321,151048711,2,"1,3",1,0,1
chr1,151058661,151058988,2,"1,3",1,0,1
chr1,151059371,151059406,2,"1,3",1,0,1
chr1,151059406,151059710,3,"1,2,3",1,1,1
chr1,151059710,151059761,2,"1,3",1,0,1
chr1,151070406,151070416,2,"1,3",1,0,1
chr1,151070416,151070720,3,"1,2,3",1,1,1
chr1,151070720,151070796,2,"1,3",1,0,1
chr1,151146629,151146944,2,"1,3",1,0,1
chr1,151165809,151165917,2,"1,3",1,0,1
chr1,151165917,151166147,3,"1,2,3",1,1,1
chr1,151166147,151166307,2,"1,3",1,0,1
chr1,151190021,151190097,2,"2,3",0,1,1
chr1,151190097,151190325,3,"1,2,3",1,1,1
chr1,151190325,151190327,2,"1,3",1,0,1
chr1,151281252,151281422,2,"1,3",1,0,1
chr1,151281422,151281572,3,"1,2,3",1,1,1
chr1,151281572,151281777,2,"1,3",1,0,1
chr1,151399344,151399355,2,"1,3",1,0,1
chr1,151399355,151399659,3,"1,2,3",1,1,1
chr1,151399659,151399934,2,"1,3",1,0,1
chr1,151443960,151444284,2,"1,3",1,0,1
chr1,151539544,151539561,2,"2,3",0,1,1
chr1,151539561,151539848,3,"1,2,3",1,1,1
chr1,151539848,151539951,2,"1,3",1,0,1
chr1,151611763,151612147,2,"1,3",1,0,1
chr1,151739987,151740337,2,"1,3",1,0,1
chr1,151790398,151790788,2,"1,3",1,0,1
chr1,151836495,151836711,2,"1,3",1,0,1
chr1,151836711,151836744,3,"1,2,3",1,1,1
chr1,151836744,151837232,2,"2,3",0,1,1
chr1,151839487,151839665,2,"1,3",1,0,1
chr1,151945719,151946109,2,"1,3",1,0,1
chr1,151992357,151992725,2,"1,3",1,0,1
chr1,151993175,151993364,2,"1,3",1,0,1
chr1,151993539,151993588,2,"1,3",1,0,1
chr1,151994069,151994343,2,"1,3",1,0,1
chr1,153727634,153728024,2,"1,3",1,0,1
chr1,153775261,153775565,2,"2,3",0,1,1
chr1,153775766,153776365,2,"1,3",1,0,1
chr1,153958468,153958568,2,"1,3",1,0,1
chr1,153958568,153958858,3,"1,2,3",1,1,1
chr1,153958858,153958872,2,"2,3",0,1,1
chr1,153967283,153967896,2,"1,3",1,0,1
chr1,153990590,153990664,2,"1,3",1,0,1
chr1,153990664,153990968,3,"1,2,3",1,1,1
chr1,153990968,153990980,2,"1,3",1,0,1
chr1,154190556,154190582,2,"2,3",0,1,1
chr1,154190582,154190860,3,"1,2,3",1,1,1
chr1,154190860,154190972,2,"1,3",1,0,1
chr1,154558555,154558557,2,"1,3",1,0,1
chr1,154558557,154558861,3,"1,2,3",1,1,1
chr1,154558861,154558945,2,"1,3",1,0,1
chr1,154961614,154961632,2,"1,3",1,0,1
chr1,154961632,154961936,3,"1,2,3",1,1,1
chr1,154961936,154962004,2,"1,3",1,0,1
chr1,154974186,154974215,2,"1,3",1,0,1
chr1,154974215,154974519,3,"1,2,3",1,1,1
chr1,154974519,154974745,2,"1,3",1,0,1
chr1,154983020,154983028,2,"1,3",1,0,1
chr1,154983028,154983332,3,"1,2,3",1,1,1
chr1,154983332,154983410,2,"1,3",1,0,1
chr1,155135530,155135544,2,"1,3",1,0,1
chr1,155135544,155135848,3,"1,2,3",1,1,1
chr1,155135848,155135920,2,"1,3",1,0,1
chr1,155140290,155140373,2,"1,3",1,0,1
chr1,155140373,155140677,3,"1,2,3",1,1,1
chr1,155140677,155140680,2,"1,3",1,0,1
chr1,155262074,155262120,2,"1,3",1,0,1
chr1,155262120,155262424,3,"1,2,3",1,1,1
chr1,155262424,155262664,2,"1,3",1,0,1
chr1,155273442,155273832,2,"1,3",1,0,1
chr1,155308457,155308847,2,"1,3",1,0,1
chr1,155688761,155689151,2,"1,3",1,0,1
chr1,155857052,155857181,2,"2,3",0,1,1
chr1,155857181,155857287,3,"1,2,3",1,1,1
chr1,155857287,155857356,2,"2,3",0,1,1
chr1,155934259,155934375,2,"2,3",0,1,1
chr1,155934375,155934563,3,"1,2,3",1,1,1
chr1,155934563,155934583,2,"1,3",1,0,1
chr1,156153254,156153644,2,"1,3",1,0,1
chr1,156193905,156194295,2,"1,3",1,0,1
chr1,156212900,156213290,2,"1,3",1,0,1
chr1,156282145,156282196,2,"2,3",0,1,1
chr1,156282768,156283158,2,"1,3",1,0,1
chr1,156445938,156446242,2,"2,3",0,1,1
chr1,156660085,156660475,2,"1,3",1,0,1
chr1,156728654,156729044,2,"1,3",1,0,1
chr1,156741048,156741064,2,"2,3",0,1,1
chr1,156741064,156741352,3,"1,2,3",1,1,1
chr1,156741352,156741454,2,"1,3",1,0,1
chr1,157138347,157138362,2,"1,3",1,0,1
chr1,160031828,160032218,2,"1,3",1,0,1
chr1,160262472,160262776,2,"2,3",0,1,1
chr1,160343065,160343455,2,"1,3",1,0,1
chr1,161045840,161046230,2,"1,3",1,0,1
chr1,161153800,161154335,2,"2,3",0,1,1
chr1,161202219,161202609,2,"1,3",1,0,1
chr1,161399164,161399554,2,"1,3",1,0,1
chr1,161399775,161400079,2,"2,3",0,1,1
chr1,165768698,165768703,2,"2,3",0,1,1
chr1,165768703,165769002,3,"1,2,3",1,1,1
chr1,165769002,165769093,2,"1,3",1,0,1
chr1,166839104,166839212,2,"1,3",1,0,1
chr1,166839212,166839494,3,"1,2,3",1,1,1
chr1,166839494,166839516,2,"2,3",0,1,1
chr1,169105601,169105979,2,"1,3",1,0,1
chr1,169367820,169367875,2,"1,3",1,0,1
chr1,169367875,169368122,3,"1,2,3",1,1,1
chr1,169368122,169368179,2,"2,3",0,1,1
chr1,169485827,169486420,2,"1,3",1,0,1
chr1,169794763,169794773,2,"1,3",1,0,1
chr1,169794773,169795077,3,"1,2,3",1,1,1
chr1,169795077,169795080,2,"1,3",1,0,1
chr1,171781310,171781700,2,"1,3",1,0,1
chr1,173477413,173477803,2,"1,3",1,0,1
chr1,173714774,173714791,2,"2,3",0,1,1
chr1,173714791,173715027,3,"1,2,3",1,1,1
chr1,173715027,173715078,2,"2,3",0,1,1
chr1,173868194,173868584,2,"1,3",1,0,1
chr1,174159194,174159286,2,"1,3",1,0,1
chr1,174159286,174159584,3,"1,2,3",1,1,1
chr1,174159584,174159590,2,"2,3",0,1,1
chr1,174999425,174999815,2,"1,3",1,0,1
chr1,179877687,179877990,2,"1,3",1,0,1
chr1,179882509,179882899,2,"1,3",1,0,1
chr1,181088441,181088831,2,"1,3",1,0,1
chr1,182782205,182782595,2,"1,3",1,0,1
chr1,183471852,183472242,2,"1,3",1,0,1
chr1,183635509,183636102,2,"1,3",1,0,1
chr1,185156840,185157230,2,"1,3",1,0,1
chr1,185317480,185317870,2,"1,3",1,0,1
chr1,186375291,186375302,2,"1,3",1,0,1
chr1,186375302,186375606,3,"1,2,3",1,1,1
chr1,186375606,186375858,2,"1,3",1,0,1
chr1,193059189,193059322,2,"2,3",0,1,1
chr1,193059322,193059493,3,"1,2,3",1,1,1
chr1,193059493,193059712,2,"1,3",1,0,1
chr1,193121806,193122196,2,"1,3",1,0,1
chr1,197146523,197146913,2,"1,3",1,0,1
chr1,200409918,200409979,2,"1,3",1,0,1
chr1,200409979,200410283,3,"1,2,3",1,1,1
chr1,200410283,200410308,2,"1,3",1,0,1
chr1,200620701,200620709,2,"2,3",0,1,1
chr1,200620709,200620897,3,"1,2,3",1,1,1
chr1,200620897,200621005,2,"2,3",0,1,1
chr1,200669469,200670067,2,"1,3",1,0,1
chr1,200670153,200670543,2,"1,3",1,0,1
chr1,200738971,200739361,2,"1,3",1,0,1
chr1,200891138,200891528,2,"1,3",1,0,1
chr1,201114381,201114718,2,"1,3",1,0,1
chr1,201399262,201399853,2,"1,3",1,0,1
chr1,201512168,201512765,2,"1,3",1,0,1
chr1,202341749,202342273,2,"1,3",1,0,1
chr1,202348407,202348797,2,"1,3",1,0,1
chr1,202810510,202810879,2,"1,3",1,0,1
chr1,202888786,202888833,2,"1,3",1,0,1
chr1,202888833,202889137,3,"1,2,3",1,1,1
chr1,202889137,202889377,2,"1,3",1,0,1
chr1,202957902,202958494,2,"1,3",1,0,1
chr1,203305036,203305343,2,"1,3",1,0,1
chr1,203795399,203795789,2,"1,3",1,0,1
chr1,203796169,203796521,2,"1,3",1,0,1
chr1,203861341,203861505,2,"1,3",1,0,1
chr1,203861505,203861624,3,"1,2,3",1,1,1
chr1,203861624,203861860,2,"1,3",1,0,1
chr1,204073152,204073542,2,"1,3",1,0,1
chr1,204127709,204127946,2,"1,3",1,0,1
chr1,204130265,204130596,2,"1,3",1,0,1
chr1,204162493,204162883,2,"1,3",1,0,1
chr1,204398533,204398889,2,"1,3",1,0,1
chr1,204411667,204411692,2,"2,3",0,1,1
chr1,204411692,204411971,3,"1,2,3",1,1,1
chr1,204411971,204412014,2,"1,3",1,0,1
chr1,204417179,204417569,2,"1,3",1,0,1
chr1,204506849,204507239,2,"1,3",1,0,1
chr1,204516170,204516267,2,"1,3",1,0,1
chr1,204516267,204516571,3,"1,2,3",1,1,1
chr1,204516571,204516643,2,"1,3",1,0,1
chr1,204565751,204566141,2,"1,3",1,0,1
chr1,205061546,205061936,2,"1,3",1,0,1
chr1,205631200,205631590,2,"1,3",1,0,1
chr1,205631854,205631926,2,"1,3",1,0,1
chr1,205631926,205632230,3,"1,2,3",1,1,1
chr1,205632230,205632451,2,"1,3",1,0,1
chr1,206685824,206686214,2,"1,3",1,0,1
chr1,207053190,207053580,2,"1,3",1,0,1
chr1,207316547,207316790,2,"1,3",1,0,1
chr1,207316790,207316937,3,"1,2,3",1,1,1
