chrom,start,end,num,list,ENCFF064YQB_HDAC2_sorted.bed,ENCFF122YMX_HDAC2_sorted.bed,ENCFF528PCS_HDAC2_sorted.bed,ENCFF668YCY_HDAC2_sorted.bed,ENCFF695QGI_HDAC2_sorted.bed,ENCFF703AZO_HDAC2_sorted.bed,ENCFF949FHW_HDAC2_sorted.bed,ENCFF974RAS_HDAC2_sorted.bed,../ATAC-seq/consensuspeaks_all_targets_10kb_sorted.bed
chr1,1407149,1407349,3,"1,4,9",1,0,0,1,0,0,0,0,1
chr1,1407349,1407553,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,1435571,1435594,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,1441088,1441179,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,1471450,1471460,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,1471460,1471497,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,1471497,1471529,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,1471529,1471813,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,1471813,1471857,4,"1,4,5,9",1,0,0,1,1,0,0,0,1
chr1,1505494,1505615,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,1511638,1511718,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,1511718,1511743,3,"2,4,9",0,1,0,1,0,0,0,0,1
chr1,1511743,1511868,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,1511868,1511873,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,1511873,1512054,6,"1,2,4,5,8,9",1,1,0,1,1,0,0,1,1
chr1,1512054,1512082,5,"1,2,5,8,9",1,1,0,0,1,0,0,1,1
chr1,1512082,1512147,4,"1,5,8,9",1,0,0,0,1,0,0,1,1
chr1,1512147,1512249,3,"1,8,9",1,0,0,0,0,0,0,1,1
chr1,1574495,1574572,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,1574806,1575082,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,1615184,1615253,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,1615426,1615608,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,1615694,1615870,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,1658841,1659087,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,1659087,1659108,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,1659108,1659174,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,1659174,1659403,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,1724087,1724103,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,1724103,1724278,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,1724278,1724507,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,1724507,1724531,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,1724531,1724682,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,1758790,1758823,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,1758823,1758890,3,"2,4,9",0,1,0,1,0,0,0,0,1
chr1,1758890,1759153,4,"1,2,4,9",1,1,0,1,0,0,0,0,1
chr1,1759153,1759216,3,"2,4,9",0,1,0,1,0,0,0,0,1
chr1,1759216,1759219,2,"4,9",0,0,0,1,0,0,0,0,1
chr1,1778299,1778371,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,1778806,1779111,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,1779111,1779166,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,1891539,1891873,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,1906267,1906283,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,1906283,1906526,3,"1,4,9",1,0,0,1,0,0,0,0,1
chr1,1909318,1909344,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,1909344,1909363,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,1909363,1909399,4,"1,2,4,9",1,1,0,1,0,0,0,0,1
chr1,1909399,1909453,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,1918974,1919130,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,1919536,1919612,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,1919612,1919783,3,"1,4,9",1,0,0,1,0,0,0,0,1
chr1,1919783,1919831,4,"1,3,4,9",1,0,1,1,0,0,0,0,1
chr1,2180325,2180461,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,2180461,2180471,4,"1,4,5,9",1,0,0,1,1,0,0,0,1
chr1,2180471,2180477,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,2180477,2180529,6,"1,2,4,5,8,9",1,1,0,1,1,0,0,1,1
chr1,2180529,2180538,7,"1,2,4,5,6,8,9",1,1,0,1,1,1,0,1,1
chr1,2180538,2180578,8,"1,2,4,5,6,7,8,9",1,1,0,1,1,1,1,1,1
chr1,2180578,2180725,7,"1,2,4,6,7,8,9",1,1,0,1,0,1,1,1,1
chr1,2180725,2180737,6,"1,2,4,7,8,9",1,1,0,1,0,0,1,1,1
chr1,2180737,2180764,5,"1,2,4,7,9",1,1,0,1,0,0,1,0,1
chr1,2189653,2189724,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,2189724,2189873,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,2189873,2189940,4,"1,5,7,9",1,0,0,0,1,0,1,0,1
chr1,2189975,2190057,4,"1,5,7,9",1,0,0,0,1,0,1,0,1
chr1,2190057,2190071,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr1,2205390,2205465,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,2205465,2205525,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr1,2205525,2205692,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,2212590,2212616,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,2212616,2213020,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,2213020,2213034,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,2391441,2391530,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,2412875,2413113,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,3313110,3313443,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,3619041,3619192,4,"1,2,4,9",1,1,0,1,0,0,0,0,1
chr1,3619192,3619251,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,3619251,3619255,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,3624683,3624901,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,3649929,3650148,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,3718028,3718309,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,3775496,3775497,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,3857190,3857354,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,3857354,3857772,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,3900036,3900063,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,3900063,3900302,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,3900396,3900800,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,3900889,3901167,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,3901235,3901562,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,5885813,5885835,3,"5,6,9",0,0,0,0,1,1,0,0,1
chr1,5885835,5885844,4,"5,6,8,9",0,0,0,0,1,1,0,1,1
chr1,5885844,5885929,5,"1,5,6,8,9",1,0,0,0,1,1,0,1,1
chr1,5885929,5885962,6,"1,2,5,6,8,9",1,1,0,0,1,1,0,1,1
chr1,5885962,5886005,7,"1,2,4,5,6,8,9",1,1,0,1,1,1,0,1,1
chr1,5886005,5886071,6,"1,2,4,5,8,9",1,1,0,1,1,0,0,1,1
chr1,5886071,5886095,5,"1,2,5,8,9",1,1,0,0,1,0,0,1,1
chr1,5886095,5886140,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,5886140,5886155,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,5886155,5886169,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,5992507,5992631,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,5992631,5992748,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,5992748,5992785,4,"2,5,8,9",0,1,0,0,1,0,0,1,1
chr1,6205174,6205406,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,6236089,6236112,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,6236112,6236143,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,6236143,6236256,4,"1,2,4,9",1,1,0,1,0,0,0,0,1
chr1,6245103,6245105,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,6245105,6245147,3,"1,4,9",1,0,0,1,0,0,0,0,1
chr1,6245147,6245148,4,"1,4,7,9",1,0,0,1,0,0,1,0,1
chr1,6245148,6245372,5,"1,3,4,7,9",1,0,1,1,0,0,1,0,1
chr1,6245372,6245378,4,"1,4,7,9",1,0,0,1,0,0,1,0,1
chr1,6393905,6393908,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,6393908,6394184,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,6440350,6440466,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,6554225,6554292,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,6554292,6554346,3,"1,7,9",1,0,0,0,0,0,1,0,1
chr1,6554346,6554568,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,6579898,6580107,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,6624735,6625139,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,7704969,7704992,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,7953963,7954324,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,7954324,7954433,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,7961108,7961228,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,7961228,7961246,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,7961246,7961476,4,"1,2,4,9",1,1,0,1,0,0,0,0,1
chr1,7961476,7961582,3,"1,4,9",1,0,0,1,0,0,0,0,1
chr1,7961582,7961632,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,8004705,8004723,3,"2,4,9",0,1,0,1,0,0,0,0,1
chr1,8004723,8004767,4,"2,4,8,9",0,1,0,1,0,0,0,1,1
chr1,8004767,8004781,5,"1,2,4,8,9",1,1,0,1,0,0,0,1,1
chr1,8004781,8004798,6,"1,2,4,5,8,9",1,1,0,1,1,0,0,1,1
chr1,8004798,8004969,7,"1,2,4,5,6,8,9",1,1,0,1,1,1,0,1,1
chr1,8004969,8004983,6,"2,4,5,6,8,9",0,1,0,1,1,1,0,1,1
chr1,8004983,8004994,5,"2,4,5,6,9",0,1,0,1,1,1,0,0,1
chr1,8004994,8005081,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,8005081,8005185,3,"4,5,9",0,0,0,1,1,0,0,0,1
chr1,8005185,8005235,2,"4,9",0,0,0,1,0,0,0,0,1
chr1,8197686,8197730,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,8197730,8197778,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,8197778,8197826,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,8197826,8197834,5,"1,2,5,8,9",1,1,0,0,1,0,0,1,1
chr1,8197834,8197845,6,"1,2,4,5,8,9",1,1,0,1,1,0,0,1,1
chr1,8197845,8198041,7,"1,2,4,5,6,8,9",1,1,0,1,1,1,0,1,1
chr1,8198041,8198086,6,"1,2,4,5,8,9",1,1,0,1,1,0,0,1,1
chr1,8198086,8198136,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,8198136,8198170,4,"1,4,5,9",1,0,0,1,1,0,0,0,1
chr1,8198170,8198182,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,8198182,8198208,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,8789328,8789329,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,8789329,8789353,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,8789353,8789359,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,8789359,8789361,5,"1,2,5,8,9",1,1,0,0,1,0,0,1,1
chr1,8789361,8789366,6,"1,2,5,6,8,9",1,1,0,0,1,1,0,1,1
chr1,8789366,8789557,7,"1,2,4,5,6,8,9",1,1,0,1,1,1,0,1,1
chr1,8789557,8789619,6,"1,2,4,5,8,9",1,1,0,1,1,0,0,1,1
chr1,8789619,8789645,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,8789645,8789651,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,8877952,8878178,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,8878596,8878679,2,"8,9",0,0,0,0,0,0,0,1,1
chr1,8878679,8878716,3,"2,8,9",0,1,0,0,0,0,0,1,1
chr1,8878716,8878745,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,8878745,8878800,3,"2,8,9",0,1,0,0,0,0,0,1,1
chr1,8878800,8879005,4,"2,4,8,9",0,1,0,1,0,0,0,1,1
chr1,8879005,8879136,3,"2,4,9",0,1,0,1,0,0,0,0,1
chr1,8879136,8879229,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,8879229,8879306,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,8879306,8879326,4,"1,2,4,9",1,1,0,1,0,0,0,0,1
chr1,8879326,8879532,3,"1,4,9",1,0,0,1,0,0,0,0,1
chr1,9234268,9234430,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,9234430,9234466,4,"1,2,4,9",1,1,0,1,0,0,0,0,1
chr1,9234466,9234536,5,"1,2,4,6,9",1,1,0,1,0,1,0,0,1
chr1,9234536,9234610,4,"1,2,6,9",1,1,0,0,0,1,0,0,1
chr1,9234610,9234627,3,"1,6,9",1,0,0,0,0,1,0,0,1
chr1,9234627,9234662,2,"6,9",0,0,0,0,0,1,0,0,1
chr1,9539134,9539148,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,9539148,9539261,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,9539979,9540217,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,9719121,9719346,6,"1,2,4,5,7,9",1,1,0,1,1,0,1,0,1
chr1,9719346,9719409,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,9824230,9824416,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,9943229,9943252,2,"8,9",0,0,0,0,0,0,0,1,1
chr1,9943252,9943489,3,"4,8,9",0,0,0,1,0,0,0,1,1
chr1,9943489,9943587,2,"4,9",0,0,0,1,0,0,0,0,1
chr1,10032508,10032705,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,10032923,10032966,2,"4,9",0,0,0,1,0,0,0,0,1
chr1,10032966,10033013,3,"4,5,9",0,0,0,1,1,0,0,0,1
chr1,10033013,10033017,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,10033017,10033112,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,10033112,10033240,6,"1,2,4,5,7,9",1,1,0,1,1,0,1,0,1
chr1,10209967,10209987,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,10209987,10210255,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,10210255,10210391,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,10210391,10210607,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,10398532,10398684,3,"2,4,9",0,1,0,1,0,0,0,0,1
chr1,10398684,10398815,4,"1,2,4,9",1,1,0,1,0,0,0,0,1
chr1,10398815,10398862,3,"2,4,9",0,1,0,1,0,0,0,0,1
chr1,10398862,10398915,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,10398915,10399037,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,10399037,10399069,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,10399069,10399145,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,10399145,10399172,6,"1,2,4,5,7,9",1,1,0,1,1,0,1,0,1
chr1,10399172,10399198,5,"1,4,5,7,9",1,0,0,1,1,0,1,0,1
chr1,10430371,10430397,2,"8,9",0,0,0,0,0,0,0,1,1
chr1,10430397,10430429,4,"3,5,8,9",0,0,1,0,1,0,0,1,1
chr1,10430429,10430430,5,"3,5,7,8,9",0,0,1,0,1,0,1,1,1
chr1,10430430,10430456,6,"2,3,5,7,8,9",0,1,1,0,1,0,1,1,1
chr1,10430456,10430599,7,"1,2,3,5,7,8,9",1,1,1,0,1,0,1,1,1
chr1,10430599,10430621,6,"2,3,5,7,8,9",0,1,1,0,1,0,1,1,1
chr1,10430621,10430631,5,"2,5,7,8,9",0,1,0,0,1,0,1,1,1
chr1,10430631,10430648,4,"2,5,7,9",0,1,0,0,1,0,1,0,1
chr1,10430648,10430705,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr1,10430705,10430867,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,10472244,10472254,4,"1,2,4,9",1,1,0,1,0,0,0,0,1
chr1,10472254,10472450,5,"1,2,4,6,9",1,1,0,1,0,1,0,0,1
chr1,10472450,10472531,4,"1,2,4,9",1,1,0,1,0,0,0,0,1
chr1,10472531,10472545,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,10472545,10472625,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,10474760,10474880,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,10474880,10474912,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,10474912,10474917,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,11012176,11012216,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,11012504,11012561,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,11012561,11012945,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,11060098,11060127,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,11060127,11060271,3,"2,7,9",0,1,0,0,0,0,1,0,1
chr1,11060271,11060374,4,"2,4,7,9",0,1,0,1,0,0,1,0,1
chr1,11060374,11060495,3,"2,4,9",0,1,0,1,0,0,0,0,1
chr1,11099281,11100022,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,11273168,11273169,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,11273169,11273309,3,"2,7,9",0,1,0,0,0,0,1,0,1
chr1,11273309,11273323,4,"2,4,7,9",0,1,0,1,0,0,1,0,1
chr1,11273323,11273445,5,"2,4,5,7,9",0,1,0,1,1,0,1,0,1
chr1,11273445,11273645,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,11273645,11273727,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,11273727,11273754,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,11654725,11654879,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,11663954,11664312,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,11671446,11671477,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,11671477,11671489,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,11671489,11671503,5,"2,4,5,6,9",0,1,0,1,1,1,0,0,1
chr1,11671503,11671685,6,"1,2,4,5,6,9",1,1,0,1,1,1,0,0,1
chr1,11671685,11671697,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,11671697,11671728,6,"1,2,4,5,7,9",1,1,0,1,1,0,1,0,1
chr1,11671728,11671751,5,"2,4,5,7,9",0,1,0,1,1,0,1,0,1
chr1,11680910,11681006,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,11681189,11681251,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,11681251,11681655,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,11681655,11681774,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,11735778,11736006,2,"7,9",0,0,0,0,0,0,1,0,1
chr1,11736221,11736236,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,11797737,11797916,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,11797916,11798027,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,11798027,11798032,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,11803503,11803539,4,"1,4,5,9",1,0,0,1,1,0,0,0,1
chr1,11803539,11803730,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,11803730,11803813,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,11805590,11805831,2,"4,9",0,0,0,1,0,0,0,0,1
chr1,11806118,11806141,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,11806141,11806202,3,"4,5,9",0,0,0,1,1,0,0,0,1
chr1,11806202,11806211,4,"4,5,7,9",0,0,0,1,1,0,1,0,1
chr1,11806211,11806213,5,"2,4,5,7,9",0,1,0,1,1,0,1,0,1
chr1,11806213,11806221,6,"2,4,5,7,8,9",0,1,0,1,1,0,1,1,1
chr1,11806221,11806413,7,"1,2,4,5,7,8,9",1,1,0,1,1,0,1,1,1
chr1,11806413,11806416,6,"1,4,5,7,8,9",1,0,0,1,1,0,1,1,1
chr1,11806416,11806473,5,"4,5,7,8,9",0,0,0,1,1,0,1,1,1
chr1,11806473,11806477,4,"4,5,7,9",0,0,0,1,1,0,1,0,1
chr1,11806477,11806478,3,"5,7,9",0,0,0,0,1,0,1,0,1
chr1,11806478,11806495,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,11842226,11842234,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,11842234,11842271,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,11842271,11842554,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,11842554,11842607,4,"1,4,5,9",1,0,0,1,1,0,0,0,1
chr1,11842607,11842622,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,11882842,11882859,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,11882859,11882905,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,11882905,11883197,4,"1,2,4,9",1,1,0,1,0,0,0,0,1
chr1,11883197,11883223,3,"2,4,9",0,1,0,1,0,0,0,0,1
chr1,11907766,11907902,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,11908288,11908321,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,11908321,11908692,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,11908692,11908977,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,11909037,11909138,2,"4,9",0,0,0,1,0,0,0,0,1
chr1,11909675,11909944,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,11926474,11926567,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,11926567,11926605,3,"1,5,9",1,0,0,0,1,0,0,0,1
chr1,11926605,11926663,4,"1,4,5,9",1,0,0,1,1,0,0,0,1
chr1,11926663,11926815,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,11934440,11934569,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,11934569,11934596,3,"5,8,9",0,0,0,0,1,0,0,1,1
chr1,11934596,11934611,4,"4,5,8,9",0,0,0,1,1,0,0,1,1
chr1,11934611,11934829,3,"4,8,9",0,0,0,1,0,0,0,1,1
chr1,11934829,11934932,2,"4,9",0,0,0,1,0,0,0,0,1
chr1,11934932,11934987,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,11934987,11935040,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,11979884,11979937,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,11979937,11979941,5,"2,4,5,6,9",0,1,0,1,1,1,0,0,1
chr1,11979941,11980075,6,"1,2,4,5,6,9",1,1,0,1,1,1,0,0,1
chr1,11980075,11980133,5,"2,4,5,6,9",0,1,0,1,1,1,0,0,1
chr1,11980133,11980144,4,"2,4,5,9",0,1,0,1,1,0,0,0,1
chr1,11980144,11980150,3,"4,5,9",0,0,0,1,1,0,0,0,1
chr1,11980150,11980177,2,"5,9",0,0,0,0,1,0,0,0,1
chr1,11980376,11980449,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,11980449,11980552,3,"2,5,9",0,1,0,0,1,0,0,0,1
chr1,12019376,12019645,2,"2,9",0,1,0,0,0,0,0,0,1
chr1,12161839,12161881,2,"1,9",1,0,0,0,0,0,0,0,1
chr1,12161881,12161896,3,"1,2,9",1,1,0,0,0,0,0,0,1
chr1,12161896,12161917,4,"1,2,5,9",1,1,0,0,1,0,0,0,1
chr1,12161917,12161921,5,"1,2,4,5,9",1,1,0,1,1,0,0,0,1
chr1,12161921,12161969,6,"1,2,4,5,6,9",1,1,0,1,1,1,0,0,1
chr1,12161969,12162079,7,"1,2,4,5,6,8,9",1,1,0,1,1,1,0,1,1
